,Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
88,Indonesia,-0.742287338,-0.866097331,-0.735824227,-0.64694804,-0.39619559,-0.388591677,-0.346988946,-0.314694703,-0.380860597,-0.310188621,-0.221852913,-0.123265877,-0.00835875,-0.141089961,-0.02160693,0.041742001,-0.009807486,0.041040741,0.228816181,0.298162043
89,India,-0.381400049,-0.38163045,-0.37812984,-0.291889518,-0.283315152,-0.313716233,-0.413643241,-0.34953326,-0.410472035,-0.363154948,-0.480885625,-0.478094786,-0.475076437,-0.405677319,-0.300758511,-0.240820944,-0.212453842,-0.137945578,-0.114247777,-0.078795075
90,Ireland,1.719497442,1.58466208,1.56711328,1.487961888,1.837045074,1.850816965,1.914259195,1.695926785,1.618432999,1.594802141,1.563885331,1.574061632,1.758731842,1.813976288,1.737876177,1.583136082,1.626639247,1.600419521,1.477955937,1.562218428
91,"Iran, Islamic Rep.",-1.316698909,-1.227163076,-1.272096038,-1.174625516,-1.416593909,-1.597211242,-1.607343316,-1.705812454,-1.709232807,-1.521202803,-1.426018596,-1.490508676,-1.457488894,-1.314355254,-1.234145045,-1.200613856,-1.378224254,-1.425855398,-1.467172861,-1.622264028
92,Iraq,-1.995086551,-1.446560979,-1.651529431,-1.538951278,-1.395052671,-1.324417114,-1.147575021,-1.005858898,-1.02928555,-1.009962082,-1.140616536,-1.129338264,-1.133842707,-1.127435923,-0.979118645,-1.090114832,-1.046397567,-1.079715371,-1.320956111,-1.112153888
93,Iceland,1.505573153,1.630003452,1.612708211,1.602320313,1.526693583,1.50993681,1.310835004,1.013762355,0.920679152,1.051945329,1.113124132,1.132940769,1.21289432,1.269204736,1.273493886,1.430084705,1.414281607,1.371400595,1.452088833,1.53473568
94,Israel,0.919349909,0.905544698,0.817563415,0.861688018,0.99716562,1.100586653,1.171262383,1.099005699,1.214825153,1.31119442,1.171133399,1.159380078,1.211220503,1.268068671,1.309297204,1.269721746,1.244971275,1.279374123,1.244817734,1.209037542
95,Italy,0.90430069,1.044891357,1.084582567,0.996279657,0.976830065,0.940306902,0.974892855,0.966553986,0.894350588,0.713232815,0.744578302,0.778938115,0.638065696,0.724648535,0.706917465,0.702070951,0.724453866,0.953209758,0.503073335,0.545158207
96,Jamaica,0.235489205,0.214300141,0.151437998,0.165574804,0.217925176,0.269617617,0.250679165,0.218495637,0.233887821,0.245246693,0.176540703,0.184492603,0.073607624,0.031761814,0.106488749,0.075947106,0.140407979,0.098426491,0.056574035,0.195809439
97,Jordan,0.024381734,0.190872625,0.294872522,0.078226343,0.325835556,0.31518212,0.336663455,0.283120602,0.22959055,0.310276181,0.230972111,0.16557698,0.099131204,0.112906821,0.078043476,0.094333388,0.043009054,0.046329577,0.267318606,0.150672376
98,Japan,0.495340139,1.06996572,1.134423375,1.258731008,1.260202885,1.129177213,1.13206923,1.096569657,1.016682506,1.074261308,1.137580633,1.108954787,1.137973309,1.213250399,1.424855232,1.371847868,1.34167552,1.325354815,1.357471347,1.375934958
99,Kazakhstan,-0.693716347,-0.403342277,-0.472706974,-0.281207561,-0.34330833,-0.350907624,-0.294380695,-0.268264323,-0.283094168,-0.235385776,-0.390580028,-0.375282854,-0.239125565,-0.074353531,-0.151735261,0.16787082,0.105743252,0.118897773,0.120286413,0.089868896
100,Kenya,-0.17692107,-0.328403115,-0.274853587,-0.288214594,-0.239396662,-0.317882091,-0.277211368,-0.178242475,-0.136400819,-0.240827635,-0.317458749,-0.326215893,-0.348395675,-0.350200027,-0.348113745,-0.264081955,-0.25515759,-0.325461239,-0.502013385,-0.445434809
