,Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
58,Ecuador,-0.759720922,-0.96105659,-0.842910349,-0.793961823,-0.853825331,-0.815987229,-0.728682399,-0.673675776,-0.586674452,-0.686557531,-0.57030648,-0.178656712,-0.018533209,-0.143955871,-0.085357964,-0.074853867,-0.089277692,-0.232956856,-0.269370615,-0.266253769
59,"Egypt, Arab Rep.",-0.414172113,-0.640924513,-0.822401702,-0.629358649,-0.837807655,-0.552382112,-0.510431707,-0.607227087,-0.898418307,-1.437057018,-1.436329722,-1.6388309,-1.631176591,-1.496645689,-1.437696576,-1.424527287,-1.180049419,-1.11419189,-1.16615057,-1.024205089
60,Eritrea,-0.267155766,-0.719599485,-0.639386833,-0.795017481,-0.900216937,-1.04984796,-0.710803747,-0.680884719,-0.875592828,-0.76640439,-0.702197254,-0.772372127,-0.805872619,-0.876751304,-0.656912088,-0.729676008,-0.605879247,-0.698492646,-0.98066479,-1.005785942
61,Spain,0.438226074,-0.047485888,-0.090546302,0.193026617,-0.150648654,-0.27673164,-0.383085459,-0.47459957,-0.318043739,0.021104537,-0.029516449,0.012017759,0.243121743,0.251491189,0.413188279,0.282884181,0.287804037,0.310685813,0.437478542,0.579050899
62,Estonia,0.927854419,0.894786239,0.703926206,0.605274677,0.736678243,0.634109557,0.571973562,0.567619026,0.661366999,0.611041307,0.636465192,0.748215437,0.780257881,0.620919824,0.673907757,0.649775386,0.587392688,0.633256257,0.718465984,0.755603731
63,Ethiopia,-1.225845575,-1.40960443,-1.312491655,-1.690383315,-1.740132213,-1.806409359,-1.732120633,-1.641072273,-1.635101199,-1.50696373,-1.564271331,-1.407307386,-1.339387417,-1.498187423,-1.619813204,-1.679858565,-1.279616594,-1.305072784,-1.757676601,-2.06836009
64,Finland,1.75318408,1.687017441,1.61962688,1.594946861,1.501111031,1.488697052,1.445868373,1.459671497,1.423606873,1.393471003,1.400765181,1.385172486,1.282197237,1.040587306,0.999086499,1.080909133,0.908358991,0.851656735,1.005103469,0.981907785
65,Fiji,0.473941058,0.452653438,0.389960021,0.386921287,-0.034058049,0.061876796,-0.066948675,-0.27288565,-0.190827519,-0.071288198,-0.067774832,-0.051027689,0.553164601,0.580308676,0.91781497,0.619655013,0.862233043,0.777670383,0.681053281,0.667941689
66,France,0.924183249,0.179551065,0.345115304,0.399723917,0.595505774,0.563000798,0.543759167,0.512012899,0.681087554,0.602992833,0.554941535,0.448744118,0.300568491,0.106706373,-0.095359094,0.27907759,0.029155735,0.29938224,0.324910909,0.371733695
67,"Micronesia, Fed. Sts.",,0.629589558,1.003659844,1.134082437,1.131840825,1.150465488,1.16868186,1.287469268,1.209316969,1.101389408,1.150869846,1.102858543,0.984550714,1.035154104,1.05758214,1.178782463,1.168875098,1.108844757,1.079041481,1.108356357
68,Gabon,0.410248697,0.299038559,0.408170909,0.325625747,0.220006227,0.302844584,0.261874706,0.140438765,0.299279243,0.384890914,0.29329142,0.330102742,0.149542809,0.021186959,-0.104910977,-0.10302484,-0.253804445,-0.07426174,-0.06814003,-0.08597564
69,United Kingdom,0.672591329,0.271250725,0.140847534,0.12418776,0.667080104,0.574654937,0.492879868,0.121949501,0.411818206,0.351707608,0.402270734,0.486201435,0.415347636,0.517747939,0.360454053,0.38615787,0.079742476,0.53973186,0.491468996,0.542117476
70,Georgia,-1.192041397,-1.299210668,-0.864118159,-0.755904913,-0.966098785,-0.645898998,-0.919675112,-0.965524912,-0.718320906,-0.656951964,-0.680453956,-0.441366166,-0.321507543,-0.466081887,-0.31329149,-0.370796114,-0.44157356,-0.488382638,-0.415690362,-0.423428178
71,Ghana,-0.159934327,0.029186578,0.040790971,0.169719294,0.006396186,-0.073061265,-0.029515961,0.027835818,0.026093241,0.167112142,0.130694985,0.060606085,-0.106807962,-0.032099333,-0.130928621,0.0918345,-0.025516771,0.134411946,0.184312224,0.066447861
72,Guinea,-1.421165824,-0.788895369,-1.033383608,-1.153976798,-1.908928514,-2.403348207,-2.097338915,-2.116455078,-1.687079072,-1.388054013,-1.287012458,-1.229851723,-0.955242753,-0.386988342,-0.393874824,-0.700996876,-0.88408637,-0.843246162,-0.667339504,-0.970410824
73,"Gambia, The",0.826159775,0.322430104,0.164906055,0.200640664,-0.034124114,0.047412302,0.065151274,0.122316822,0.065416984,-0.000270605,-0.000778838,-0.048636407,-0.151400715,0.019588569,-0.434412301,-0.084012918,-0.074431002,0.224721387,0.256434143,0.175200671
74,Guinea-Bissau,-0.726157308,-0.494184494,-0.378061444,-0.562525928,-0.494073361,-0.460553706,-0.709455967,-0.665870845,-0.690954328,-0.753625989,-0.965295851,-0.899927616,-0.706451654,-0.518216372,-0.442693859,-0.498639256,-0.685560167,-0.558011115,-0.734696805,-0.280239314
75,Equatorial Guinea,-0.514396369,0.114630744,-0.059478026,-0.386098802,0.1687904,0.256654739,0.207544371,0.3733024,0.236128226,0.150343806,0.232703447,0.120355181,-0.374146551,-0.205352426,-0.140868634,-0.170453146,-0.092380151,-0.156219751,-0.23432599,-0.286741406
76,Greece,0.872591853,0.477636367,0.489336252,0.506524146,0.630432785,0.523507833,0.267854154,-0.208124295,-0.127206877,-0.098695189,-0.217248693,-0.171341717,-0.140445963,-0.230252355,-0.121599182,-0.073572554,0.165943772,0.181738213,0.13121371,0.154484168
77,Grenada,0.923411608,0.885519981,0.879427552,0.415122241,0.391092598,0.384942293,0.387722582,0.392208546,0.518380046,0.360115409,0.492649019,0.426174343,0.774568856,0.790708482,1.018932462,1.009161353,0.985475183,0.953555167,1.037565231,1.041730046
78,Greenland,,,,,,,,1.518853307,1.645201087,1.940006495,1.934407234,1.931952834,1.924541116,1.943137646,1.965061545,1.923352838,1.929880619,1.883893967,1.909082413,1.88407135
79,Guatemala,-0.834293127,-0.774796605,-0.808034837,-0.835618198,-0.735238791,-0.753424942,-0.713971555,-0.925672591,-0.852924466,-0.7441414,-0.633820176,-0.674156249,-0.655563533,-0.655060232,-0.542592645,-0.650674939,-0.538353622,-0.573592246,-0.418793201,-0.392172635
80,French Guiana,0.302352816,0.313361704,0.173084646,0.206954107,0.047181822,0.0552621,0.071662426,0.302413434,0.191745475,0.193025932,0.215082258,0.218277127,0.527634025,0.568954766,0.550957084,0.499761283,0.520632386,0.261218846,0.320861191,0.312545955
81,Guam,,,0.634409845,0.746284068,0.703987658,0.431097239,0.441606164,0.401251554,0.395871073,0.791545987,0.780917645,0.798485518,0.750133276,0.807903051,0.675275147,0.699833035,0.699491858,0.892546296,0.936063528,0.868245661
82,Guyana,-0.561520338,-0.436319321,-0.554896176,-0.454965949,-0.734118462,-0.55968678,-0.633931935,-0.629981041,-0.458965749,-0.434282511,-0.49961406,-0.456606746,-0.136097595,-0.139650807,-0.026062675,-0.043073814,-0.187760606,-0.246419206,-0.136208132,-0.143802285
83,"Hong Kong SAR, China",0.908920228,0.947880447,1.144978046,1.336290479,1.190912247,1.104014874,1.131019473,0.965701699,0.935810566,0.94859612,1.006289482,0.922868311,1.153228521,1.04629457,0.750807106,0.829483867,0.783555508,-0.222177982,0.092972033,0.26116851
84,Honduras,-0.252441436,-0.379858077,-0.391061932,-0.623264194,-0.667903721,-0.437030196,-0.527115524,-0.308192104,-0.496909589,-0.390435368,-0.350115597,-0.438611597,-0.534083962,-0.468914419,-0.433312118,-0.564918101,-0.530797541,-0.575151563,-0.468581647,-0.611998737
85,Croatia,0.628807724,0.558495879,0.686754405,0.434474081,0.560829282,0.605396986,0.57365191,0.61292696,0.608463645,0.62374711,0.606891453,0.64266789,0.619112372,0.590728045,0.663769484,0.69203192,0.802806497,0.694699943,0.611546874,0.707874298
86,Haiti,-1.255857944,-1.315423131,-1.984543085,-1.804397941,-1.391543508,-1.319728017,-1.383103251,-0.957430124,-0.940315425,-0.990167558,-0.788092673,-0.63101536,-0.643627286,-0.670838177,-0.743788064,-0.674481213,-0.639761329,-0.891515017,-1.031821489,-1.095350504
87,Hungary,1.260672212,1.131863952,0.828297615,1.003100395,0.98567611,0.747096717,0.75026387,0.536816299,0.685783744,0.743254066,0.67579478,0.796646118,0.669904828,0.746297717,0.654678643,0.80656302,0.747175932,0.772158086,0.843145311,0.861371756
88,Indonesia,-1.583244205,-2.09539485,-1.908605576,-1.51817596,-1.417666912,-1.198065758,-1.056791544,-0.751153648,-0.853916168,-0.770114183,-0.593262792,-0.519264638,-0.416824043,-0.615060687,-0.372952431,-0.497903407,-0.545908093,-0.493404567,-0.448744029,-0.506472945
89,India,-1.210664988,-1.50999701,-1.28043294,-1.013880491,-1.065184236,-1.154295802,-1.109707355,-1.355547905,-1.2779845,-1.32679534,-1.289309859,-1.229174137,-0.99791199,-0.948493361,-0.953839839,-0.764801919,-0.987013161,-0.770800412,-0.806701303,-0.615044951
90,Ireland,1.50421679,1.348457694,1.17082572,1.298666835,1.192410588,1.215192676,1.18687439,1.057366014,1.020165324,0.948998928,0.941072702,0.901075721,1.052991152,0.908455491,0.847818851,1.00243485,1.021112323,0.96638912,0.978661597,0.856822491
91,"Iran, Islamic Rep.",-0.773440599,-0.779733181,-0.76182431,-0.782738864,-1.04084003,-0.931640446,-0.939874709,-1.564242005,-1.630591869,-1.421767712,-1.323926091,-1.249686599,-0.874987662,-0.925701737,-0.813075423,-0.934016049,-1.347934604,-1.706922054,-1.697024345,-1.621631861
92,Iraq,-1.601286769,-2.39324522,-3.180351734,-2.688648462,-2.826402187,-2.771050692,-2.466896534,-2.17470789,-2.239267111,-1.846983552,-1.934050202,-2.011390448,-2.480337858,-2.260351896,-2.313587666,-2.30710268,-2.528422117,-2.603781223,-2.463851452,-2.396991968
93,Iceland,1.620292544,1.51723218,1.457004666,1.444697142,1.453826547,1.485594153,1.215023875,1.190887213,1.022253633,1.244009733,1.245032072,1.287133694,1.246974587,1.308164477,1.361623883,1.34830904,1.406389832,1.639300942,1.381934285,1.373475432
94,Israel,-1.462138295,-1.518784404,-1.322681308,-1.247522712,-1.259288788,-1.252032876,-1.323101997,-1.625210643,-1.341151714,-1.201318026,-1.07890439,-1.101284742,-1.039735317,-1.094912767,-0.794536352,-0.887956023,-0.911670268,-0.793371558,-0.850372076,-1.061351061
95,Italy,0.838429809,0.431488335,0.269257694,0.489115536,0.530733764,0.446970046,0.547544241,0.346905887,0.473923683,0.501207411,0.508217514,0.495499194,0.458165407,0.3759197,0.369415313,0.306821197,0.342383802,0.40438509,0.428431302,0.578433514
96,Jamaica,-0.208229527,-0.384524792,-0.345668554,-0.298737347,-0.320163667,-0.256037086,-0.307299733,-0.363817692,-0.429541469,-0.062983334,0.120508112,0.182374373,0.024492532,0.096484482,0.307683945,0.309247434,0.432927042,0.397309542,0.257825643,0.223473608
97,Jordan,-0.456774443,-0.073701382,-0.234758884,-0.132929385,-0.762317538,-0.300741792,-0.370714009,-0.356457055,-0.31249252,-0.513562262,-0.523977637,-0.606315255,-0.540025532,-0.605778575,-0.492398381,-0.451625288,-0.388832629,-0.261968046,-0.274932474,-0.275730044
98,Japan,1.17602253,1.027120113,1.028315306,1.035769463,1.138334513,1.010374546,0.894625247,0.9762519,0.879353166,0.995091975,0.948442876,1.019141912,0.968597353,1.06512773,0.982944191,1.112167001,1.049072146,1.031847239,1.039508939,1.027348161
99,Kazakhstan,0.358549178,0.356259912,0.070387974,0.190631837,0.207937807,0.647996783,0.626638472,0.776816249,0.522971809,-0.338570565,-0.408455014,-0.402473897,0.036018156,-0.035000283,0.008457476,0.028801313,-0.045263644,-0.168488264,-0.256105691,-0.254261643
100,Kenya,-1.18801403,-1.263868928,-1.087354779,-1.250505924,-1.126983285,-1.305442214,-1.393615365,-1.425580621,-1.165523529,-1.244790792,-1.323441267,-1.166930914,-1.282247186,-1.244405627,-1.354791045,-1.131922126,-1.184090614,-1.101751328,-1.002355933,-1.089664936
101,Kyrgyz Republic,-0.614730597,-1.099491715,-1.183466911,-1.17442596,-1.385570765,-0.990260482,-0.567302406,-0.622969389,-1.039652348,-1.098030686,-0.911251366,-0.911773801,-0.804615676,-0.882437944,-0.646861911,-0.375253022,-0.538867235,-0.241771638,-0.458461434,-0.425941467
102,Cambodia,-0.722165346,-0.652008533,-0.407748282,-0.393915474,-0.345979184,-0.363606304,-0.298690915,-0.560373843,-0.50098443,-0.304419667,-0.103577204,-0.136436149,0.023174802,0.061942287,0.21103783,0.091221973,0.103041843,-0.089493863,-0.233859465,-0.132115364
