"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Switzerland","CHE","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","470","480","460","460","460","470","470","480","490","510","510","510","520","520","520","530","530","540","530","540","520","520","530","510","510","520","520","520","530","","",
"Channel Islands","CHI","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","370","380","410","420","450","490","540","580","600","620","610","580","590","580","600","630","640","700","740","750","750","830","1020","1120","970","1000","1060","1090","1110","1130","","",
"China","CHN","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20170","20920","21560","22710","23020","24240","24730","24640","24960","24480","27070","27370","28690","31490","34990","37960","40530","42180","43190","44510","47180","50410","51850","53380","53180","53490","53190","54190","55010","55520","","",
"Cote d'Ivoire","CIV","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","120","120","120","130","130","130","140","140","150","150","150","160","150","190","200","200","210","210","190","210","250","270","280","290","240","250","260","260","270","","",
"Cameroon","CMR","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210","220","220","230","240","240","250","260","260","270","270","280","300","310","310","320","290","250","250","270","270","280","300","310","330","330","330","340","350","350","","",
"Congo, Dem. Rep.","COD","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","490","500","520","530","550","570","580","600","620","640","650","670","700","720","750","780","810","840","870","890","900","950","700","810","940","940","960","960","830","830","","",
"Congo, Rep.","COG","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","30","20","20","20","20","20","20","20","20","20","20","30","30","50","40","40","50","50","80","110","110","120","120","110","90","90","90","","",
"Colombia","COL","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720","730","720","740","710","780","780","730","720","660","630","630","590","610","630","620","650","660","690","670","720","820","840","990","1020","1060","1080","1030","1050","1100","","",
"Comoros","COM","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60","60","70","70","70","70","70","70","70","70","70","80","90","90","100","110","120","130","130","130","130","130","130","130","140","140","150","150","150","150","","",
"Caribbean small states","CSS","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120","110","110","100","100","110","120","130","140","140","140","150","150","160","160","150","180","170","180","170","180","180","180","180","190","190","200","190","180","200","","",
"Cuba","CUB","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","440","360","320","240","240","220","250","250","230","240","250","250","210","200","190","170","150","150","140","140","130","140","150","140","150","160","140","160","170","160","","",
"Curacao","CUW","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","30","40","40","40","40","40","40","40","40","40","50","50","50","50","60","60","60","60","60","60","50","50","50","50","60","60","60","","",
"Czechia","CZE","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","650","670","660","650","620","700","700","670","670","720","730","730","770","780","780","800","830","830","830","820","820","810","790","800","810","830","840","840","840","","",
"Germany","DEU","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6240","6140","5980","5980","5830","5820","5930","5900","5910","5850","5790","5790","5740","5770","5780","5790","6110","6090","5980","5760","5990","5920","6040","6120","6000","5990","5990","5940","5760","5580","","",
"Djibouti","DJI","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480","590","570","570","590","550","610","610","560","640","560","580","570","620","620","580","620","630","590","550","590","560","540","560","540","550","580","580","580","560","","",
"Dominican Republic","DOM","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80","90","90","100","110","120","120","140","160","170","170","170","180","170","170","170","180","180","170","170","170","180","190","170","160","180","190","190","210","220","","",
"Algeria","DZA","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","320","340","340","340","320","310","300","290","300","310","3140","3140","3170","3180","3210","3230","3240","3290","3330","3380","3420","3450","3530","3580","3660","3720","3700","3670","3690","3690","","",
"East Asia & Pacific (excluding high income)","EAP","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26970","27810","28650","30050","30580","32390","33260","33480","33700","33530","36860","37390","38950","42180","46070","49180","51730","53880","55160","56710","59810","63430","65410","67350","67660","68090","68270","69830","71520","72990","","",
"Early-demographic dividend","EAR","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28680","29480","30100","31120","32120","32820","34120","35010","35800","36410","40500","41210","42030","42970","44570","45940","47560","49880","51500","52900","54650","56270","58690","60000","62140","63090","64360","66460","67850","68520","","",
"East Asia & Pacific","EAS","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38290","39470","40690","42390","43580","46010","47390","47860","47790","48090","51950","52550","54150","57480","61630","64850","67160","69340","70430","71800","75280","78970","81130","83230","83170","83970","84190","86000","87560","88860","","",
"Europe & Central Asia (excluding high income)","ECA","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19170","18520","16550","14710","12320","11630","11180","10760","10740","10560","10720","10590","10790","10950","11210","11260","12010","12200","12510","11690","12120","12700","13040","12990","12720","12690","12880","13060","13910","14450","","",
"Europe & Central Asia","ECS","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47920","47450","45430","43400","40840","40340","40640","40140","40310","40200","40350","40510","40830","41710","42280","42550","44000","44880","45060","43530","44620","44690","45150","44410","43790","44050","44330","44960","45830","46160","","",
"Ecuador","ECU","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","210","200","200","210","210","240","240","240","210","210","220","220","230","240","250","250","250","250","260","310","320","340","360","380","400","400","420","430","430","","",
"Egypt, Arab Rep.","EGY","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450","450","460","460","470","500","530","540","590","620","620","620","640","650","700","710","760","840","890","950","1010","1050","1130","1140","1190","1240","1280","1260","1260","1260","","",
"Euro area","EMU","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18970","19170","19080","18950","18890","19140","19450","19560","19990","20010","20120","20330","20520","20950","21160","21360","21770","22300","22100","21570","21920","21530","21590","21060","20840","21040","20980","21160","21060","20780","","",
"Eritrea","ERI","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","30","30","30","30","30","20","20","20","20","30","30","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","20","","",
"Spain","ESP","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2180","2220","2310","2240","2310","2350","2370","2440","2570","2710","2800","2840","2930","3020","3110","3210","3170","3340","3150","3030","2980","2990","2990","2500","2520","2600","2620","2740","2810","2720","","",
"Estonia","EST","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","170","120","110","120","120","130","130","120","120","120","130","130","130","130","140","130","150","140","130","160","150","140","160","150","140","140","150","150","130","","",
"Ethiopia","ETH","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","830","850","890","920","950","980","1020","1050","1080","1110","1150","1180","1220","1260","1290","1320","1360","1400","1440","1480","1530","1570","1620","1680","1720","1780","1830","1870","1930","","",
"European Union","EUU","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24330","24410","24370","24340","24240","24500","25170","25240","25440","25430","25420","25650","25810","26500","26810","27000","27650","28350","28290","27720","28330","27930","27960","27260","26990","27350","27480","27950","27930","27660","","",
"Fragile and conflict affected situations","FCS","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7900","8030","8360","8510","8660","8920","9140","9400","9500","9680","10040","10430","10770","10840","11200","11720","11950","11920","12430","12750","13300","13700","14210","14680","14930","14690","14960","15250","15270","15500","","",
"Finland","FIN","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","570","560","580","620","620","640","670","660","670","670","690","730","770","780","700","790","770","750","710","810","780","780","800","830","810","790","830","850","850","","",
"Fiji","FJI","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3490","3670","3650","3560","3470","3530","3590","3560","3690","3610","3610","3580","3540","3550","3540","3580","3510","3630","3710","3700","3730","3660","3750","3780","3690","3750","3790","3820","3730","3730","","",
"Faroe Islands","FRO","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","50","50","50","50","50","50","50","50","50","70","70","90","110","130","140","160","180","200","210","230","180","160","240","220","230","230","210","210","210","","",
"United Kingdom","GBR","Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","EN.ATM.NOXE.EG.KT.CE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4040","4040","4020","3890","3790","3710","3750","3600","3600","3640","3620","3690","3660","3690","3690","3720","3770","3750","3690","3530","3570","3510","3610","3580","3550","3500","3400","3380","3460","3500","","",
