Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Saudi Arabia,42963.143066406,49041.697753906,70852.654785156,76352.575195312,88185.30859375,100558.686523437,98710.587890625,142303.625320643,168661.97247029044,199169.89816104554,234196.68242654874
Singapore,411.403991699197,3706.0698547363,2907.5249328613,2864.7937927246,4850.6493835449,3024.8050231934,2728.2414855957,5889.6723408650105,7925.054076381293,10433.298967147754,13467.620929018776
South Africa,31794.2890625,33844.240234375,54698.271484375,50625.9765625,52918.142578125,45882.779296875,49022.15625,55974.271926631605,62807.0027367064,71108.31844566399,81086.2012719407
Spain,7985.689453125,8170.48046875,12907.078125,12774.185546875,13220.806640625,6208.849609375,4827.6796875,-3480.5697999397726,-11140.734112999568,-20974.89172653221,-33205.853318672176
Sweden,-2438.2602539063,-1357.6401367188,-2416.2329101563,-2555.6450195313,-3680.3386230469,-2620.0300292969,-4904.4150390625,-3112.0656151577427,-3484.020654864763,-3951.766172083997,-4524.244319981581
Switzerland,-278.626708984397,-139.8896484375,1118.33984375,1171.4350585937,1327.7302246094,30.830078125,1473.0708007812,84.57166484244254,86.32828600273209,68.08571846571613,27.36402133739476
Thailand,5664.01953125,1760.8046875,13912.814453125,17666.203125,22540.697265625,26493.544921875,28219.841796875,39257.32293171516,46695.7537975051,54874.24996263583,63819.55892825867
Turkiye,-6206.92578125,-3349.8984375,-2793.73828125,741.62109375,2303.6953125,8754.02734375,13047.26171875,21402.838695250077,29601.707712975403,39198.88275844854,50305.90462273922
Ukraine,-38819.74609375,-39023.62109375,-36405.84375,-35806.951171875,-29806.171875,-24262.494140625,-31170.07421875,-24691.947416608265,-27004.693254538906,-30968.52678467631,-36772.8755320112
United Arab Emirates,-6551.572875977,-8495.55267333999,-9491.32806396499,-6184.07598877,-8214.882995605,-12963.21484375,-16708.68762207,-10915.473453535755,-8201.033634996013,-4125.59552032351,1486.3433311280605
United Kingdom,9852.25,10063.345703125,21393.38671875,19182.59765625,21276.232421875,24183.58203125,27049.65234375,35857.48849208986,43467.59970259766,52426.37732368582,62858.77823806176
United States,85723.0,2913.90625,-1686.90625,64461.453125,3348.703125,29416.03125,37873.390625,-75257.39289870509,-153830.3185129593,-252771.4447124943,-374238.85217857617
