Country Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
France,408159.1182250978,409154.79058837943,416614.90649414033,410778.5233764651,376746.50668334996,383658.5274658206,380906.69778442354,407071.70652992494,408251.99226592586,416239.50123753183,436236.24916750443
Germany,822133.48135376,787253.6538696289,806319.510162354,820925.533599854,779570.7282104492,789517.0847167971,788257.8287963872,789000.3356974622,771319.2284215074,730657.449200844,694940.399498316
Greece,101760.3488845825,98946.321434021,92908.00479125971,85910.2651138306,82953.57693481441,82233.50048828128,82229.33869934082,82043.47537188027,80857.27820371448,76858.7036960947,73733.40100722073
India,2133180.881835938,2218316.126464849,2390471.526367188,2446611.8701171903,2625326.687988286,2563102.8237304688,2525631.900390625,2695967.7077772627,2815261.647813868,2802004.0782212974,2906032.9212704822
Indonesia,686857.901123047,801097.333007813,798336.263671875,723900.716308594,765110.671386718,761122.187988282,729904.360107422,787111.232120493,840189.4557813987,873905.3835074479,946588.7923268711
Ireland,54895.4769744873,51828.101684570305,54037.9849624634,52647.5440979005,53076.652229309104,54207.7028961182,56553.435684204094,57317.728744172295,56885.99575596811,56330.137534349225,51788.57601648662
Israel,86830.17929435112,83219.35327098322,93629.4793590377,86160.02415466309,84599.72023010251,82547.22230529781,82815.04659271242,77571.71310426602,69117.98595515065,65482.24934306598,57633.65242734957
Italy,454655.2973327638,446202.7562255857,424333.1059265137,395174.6936950682,374732.1715698242,383506.5834350591,371410.4428710941,371677.9701772782,364705.03008544777,353642.1395849071,334557.4151522711
Japan,1156184.1449890137,1235446.738433838,1277903.11035156,1273878.0286102344,1231302.3387146022,1186880.1292877197,1183278.0070495605,1147587.445899903,1094480.6780723261,1040977.7200332725,1026976.5829259024
Kazakhstan,259163.5986633299,273355.42010497977,288060.7618408207,303213.489654541,223843.68743896481,218769.8096313471,241530.45559692348,242465.55457764212,240412.7013106126,231404.9711275907,274629.51164263877
"Korea, Rep.",620164.5453796387,649805.191482544,659410.0103149416,662327.4723663335,644311.3345336916,682747.5593719485,699046.1729278569,705226.6151460008,708031.8425040686,684240.4098302583,669024.8604491017
Lebanon,25053.65507125861,25608.74441146857,30309.68072509765,30181.89664077759,32740.341489791877,37815.94111251827,39316.7116909027,46323.72290617309,48875.577900512086,53887.72313926168,57471.79173778316
Malaysia,232080.1056518553,231408.5245971677,234070.6955871582,254546.2021179195,268812.0029296871,264772.852661133,244578.46054077081,239565.93967904244,244893.3086786772,239108.14772081148,230359.08382528223
Mexico,628351.307739258,650953.510009765,636611.005432129,618795.498779297,619017.241210938,653530.7268066411,672597.256958008,652901.6360983456,635690.8047769894,633732.9101789907,610590.5948262967
Mongolia,24690.4998168945,28403.387771606398,32004.501464843703,34241.31246948241,35839.6283874511,34920.7313842773,34885.74037170401,40233.14188212403,42961.938756918986,46739.19157586702,52097.04442625848
Netherlands,187226.3451080322,174327.2889709473,172326.8757781976,172890.1842956547,165678.52157592768,175908.363037109,174560.71110534656,173111.43503871802,166990.42369134544,160846.26794036242,145453.10512551796
New Zealand,63523.218048095696,62776.2397766112,66350.26272583009,65955.7646179199,66231.915359497,66257.2990112305,64003.800216674805,69178.13268610461,70286.1584114326,74004.87795045189,79341.90497656535
Norway,44965.46237945558,42588.04411315914,41864.41555023193,41939.79997253415,41517.0518798828,41798.726760864236,40213.986587524436,36926.380923266544,34254.847297269705,29485.909012819386,23546.37349556416
Pakistan,259670.03131103597,268453.10192871105,276540.32336425805,283808.168945313,303785.159545898,319509.847778321,343656.190307618,377884.8437929617,381864.25977609766,403532.1056338551,413736.89145298797
Philippines,143930.95721435538,146392.9934387207,155068.7973327637,165653.8015441895,172593.47045898388,181588.79132080032,190767.3352966312,209189.75175794732,216170.61630199812,223768.3907842978,232016.92664747892
Poland,347583.2102050781,346644.20666503935,342937.46643066435,337654.8558197024,324315.7037353514,330442.2187652592,343380.31990051287,370142.61250126816,381017.1288988035,378615.7535658696,390533.57004588074
Portugal,64075.9543075561,63307.3151702881,62387.78985595701,60555.3671264648,60014.3868179322,63335.6806182862,62447.1536636352,67012.98218450502,62982.19560794224,58178.347135581185,53118.70657302778
Russian Federation,2100087.240722659,2188848.583984373,2167698.828613286,2106134.977050784,2144350.7495117188,2096512.5405273438,2101810.7397460938,2090796.538942245,2153260.149160319,2167329.20564549,2277602.377856137
Saudi Arabia,583503.1476440432,616061.68371582,669662.653564453,685322.564819335,735425.328430176,775868.6895751951,774570.569885254,800513.6305086319,805421.9852876735,836409.9274579206,817146.6244695229
Singapore,46201.40392494199,52006.07026481628,50267.52361679076,50574.79356384275,53200.65093803403,52554.80522346504,53028.23999786378,59339.67167329295,59705.05569762763,62293.30003526295,65324.90849629862
South Africa,537294.2887573245,523234.25213623047,563638.2693481448,569635.9887695309,583828.1334228513,552852.7805175784,555872.1687622075,574834.2664334673,580067.005178113,593958.3303475201,624831.2764469081
Spain,322805.6896057129,323990.4746704098,322897.0666809083,295264.1834106448,293700.813354492,303668.8502197267,293177.6792297365,301789.44423814595,287809.2729060435,261005.10278030368,235218.4571592557
Sweden,52611.74069976798,50072.36184692379,46463.766288757244,44554.35610580435,41839.66307449341,42869.968635559075,40165.58383560183,41487.93518592864,38585.97778110936,36998.23380884252,33210.94295975491
Switzerland,51001.37258529665,46990.10905456545,49558.34039688113,50571.43399047849,46907.73134994505,44850.83002090455,46873.06900787347,44464.57227519405,43196.32796175343,43018.08674843394,43139.4662218808
Thailand,323404.0268554693,317690.8123168949,347882.8040771482,360456.21777343727,356970.6853637698,363923.54217529297,366819.845153809,374997.33361286775,380515.7394542436,395344.24874193314,412360.79661950195
Turkiye,334773.0606384282,359840.1044616698,373156.26568603574,364981.63269042934,391273.70889282285,404714.0220031742,434207.259429932,484402.83381243725,490571.7188518913,486728.8795541032,488738.999408453
Ukraine,269300.26870727504,282346.37539672886,278254.1400756841,272443.03662109387,244273.8230895995,201057.5137939456,204559.9305114742,184068.0541092704,192665.303388528,177301.4692480385,192702.0381503383
United Arab Emirates,192648.42163085908,196154.4540405276,207138.669647217,221555.923858642,220275.1104431158,228766.78973388672,232591.3148193366,234024.52135847614,217298.96056666467,235414.404327089,226606.0938254376
United Kingdom,558202.2525939939,517963.34127807646,549563.3842773439,529662.6068115234,491186.2368469242,478873.5692138676,462859.6483764651,457577.48864467774,458437.60946822254,454956.39136177144,477007.57940963446
United States,6159932.853515625,5862864.013671875,5650513.123046875,5857371.533691406,5835108.634765625,5745655.982421875,5639883.3662109375,5467432.738937233,5587069.764494853,5364498.7798968805,5313939.5539146885
