"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2955048237.27362","2970437645.88013","2933785792.35708","2713125862.72591","2697399020.41299","2975183151.01786","3084157594.8383","3400956113.40401","3390161406.0603","3692874327.57012",
"American Samoa","ASM","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","8936229.62962963","9119388.14814815","12640255.9259259","17170822.962963","19683325.5555556","17116361.8518519","18617224.0740741","22746464.4444444","28260013.7037037","37634077.7777778","46541455.5555556","56751371.1111111","66924110.3703704","63911111.1111111","70159259.2592593","67314814.8148148","68007407.4074074","73829629.6296296","73288888.8888889","77614814.8148148","85166666.6666667","92137037.037037","103525925.925926","114788888.888889","103122222.222222","106244444.444444","113655555.555556","120055555.555556","148518518.518519","213614814.814815","232896296.296296","262011111.111111","239044444.444444","186137037.037037","165307407.407407","171418518.518519","185277777.777778","202314814.814815","219992592.592593","257700000","282155555.555556","338966666.666667","357133333.333333","289174074.074074","322014814.814815",
"Australia","AUS","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89612928049.2497","90128718310.9646","87452895485.6572","83720489038.7858","86446904185.403","97238639738.6397","104186646433.991","109766786664.58","101364037170.182","95844090738.1877","102190541983.295","89730599978.5339","93446525742.9887","112445544554.455","147107696685.161","171265223274.696","191699610661.875","219445709350.711","270401074306.177","251172875865.116","289194926451.158","370892240954.353","408139822643.844","397206319893.3","375379601578.996","320008320159.747","269418401514.049","311379440380.119","344845360824.742","352466742955.228","337116235420.298","396295245913.874",
"Austria","AUT","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","14605788141.4436","17320512030.6386","20999963043.6843","24338708183.2218","27027995107.424","23118985657.5082","22641401145.4384","22571607936.2647","20473530018.5682","21126499733.9718","29967634970.7075","36943367435.7858","39359476206.397","38977665106.6043","49208014038.4848","51278419563.9364","56603670172.8024","53884636223.8259","57831282977.9545","69543237341.3402","68214413828.9576","61020577291.6902","62227345486.8831","61763716840.8689","55802980000.8001","55714748447.4961","58718634346.455","72120999370.5018","82520293098.0504","85579588896.3735","91667829765.1058","107308731975.757","116482127048.656","103625011337.598","100167426069.5","109852802330.156","104945932696.008","109805997153.291","112260043325.529","96160905283.7656","100846710453.806","106033852165.588","115415014910.4","111972773493.804","112206033374.475","124098222771.471",
"Azerbaijan","AZE","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2661631418.02241","2602829848.84466","163064814.814815","504735000","329973566.878981","749291945.168234","1116470998.4889","1465688119.43294","1554277591.10881","1791504854.36893","2242959320.51855","2480725867.06754","2878111499.69142","3532125038.18348","4406940063.09148","7751956843.66406","13671143944.4818","21853280503.4378","32101144109.0555","24962055237.6213","31624595066.0354","40713815372.9264","41431135437.8819","42314085404.7164","40321050618.3858","23825785672.4575","18008961584.2577","20310887752.7307","24616764705.8824","23520411764.7059","17912411764.7059","26452058823.5294",
"Burundi","BDI","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","22827428.5714286","24670857.1428571","26640000","35382250.7685002","41843809.5238095","52971428.5714286","52653913.0434783","66701000","87303333.3333333","115147777.777778","107338888.888889","123223333.333333","144838888.888889","156820871.436256","124191796.842369","135949125.85964","145755452.395551","177768695.37067","160354713.486948","192295814.504591","196157776.415287","204701591.621537","205625598.767181","188884914.332784","181055397.505769","168078695.377125","102394715.111478","135139490.279552","131306413.754691","130258901.270495","135269797.549503","136544917.564882","130445349.294955","123518041.972253","149397628.234824","189160792.220842","195021092.977471","232672197.030751","248467813.025116","301413810.280649","312667504.801754","331117945.324828","367520237.009825","382078011.13607","419348016.634526","365230371.455965","322191517.309429","298169339.89228","295465701.260291","281767585.737444","284652938.001736","294643272.974313",
"Belgium","BEL","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75018609742.7477","72064364820.8469","65981732070.3654","66107468326.2947","63853438011.0426","59065114871.059","57558079403.3465","61462575828.9805","73879931157.0979","84771694095.9848","87070394710.6614","90388424787.8822","104930651072.549","111719320783.984","99550503187.6953","100590873230","108737038838.522","99603884181.4453","103727878228","105337092888.392","90940891226.2109","91824033248.1714","96708616474.1178","102867869244.627","103188346573.333","102320897149.572","116563670245.347",
"Benin","BEN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","23132964.7289036","23126833.9203972","23150072.7101605","29124027.2079746","29122743.5158219","23140077.4256522","34250588.9813675","34949308.3155387","35467450.3271266","36590891.0811869","39046956.7815991","45170532.0194003","56987408.1251419","72106232.603464","94758471.6875076","109411516.992211","90164744.5809906","94183648.8729024","130087891.342526","158282935.536401","172588353.537209","166688809.357767","191718778.672229","168212362.162985","179422802.991692","174659381.475884","161773157.77756","193201090.98193","217026657.874716","191813192.948271","244082018.681813","238027507.303083","215774315.653655","277885055.794798","213152397.304994","290563237.906803","313247944.492099","306690422.009446","308518504.562576","663611681.286581","660221830.224385","792135278.414992","891552234.69872","1164284043.86707","1268969886.6761","1419506071.59601","1488207971.24031","1593877564.19993","1728574963.45291","1745114036.25907","1717225350.15418","1939495721.82984","1889204963.98134","2158540823.10262","2180200581.87667","1865961048.74851","1856151835.28604","1918913561.39541","2088295622.66907","2347652637.10188","2549749278.99278","2913096880.35486",
"Burkina Faso","BFA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","65803863.9434475","69680027.8561413","73513194.5575333","81265620.1788941","82398501.8806075","79069967.5060363","82532636.5687826","99563954.8473197","104608424.383606","107350569.278575","101997577.089403","116956038.444707","134895275.358731","176794020.975444","172591825.585458","243835932.414708","258464481.555803","240985906.853517","316520402.524374","361236254.334304","382097269.684343","333251994.340001","330617595.889062","325773744.44322","291481570.370703","298537819.272898","422115237.135723","534347575.636378","562773255.638275","578731046.809754","631708567.17431","603668321.476717","680055049.306401","635207448.300023","386851619.411723","474592252.324159","478310596.138343","481769422.895907","500841591.296102","761453944.305951","649204914.898171","658458277.108189","747429021.964697","1072602348.10503","1235307760.29795","1239463194.70681","1342473385.87542","1719473550.65053","1942073931.61435","2169490785.96468","2634117029.64242","3427454490.05047","3374832302.13788","3239505404.53971","3475929876.27727","2882476784.54266","3193135535.67499","3546522411.60741","4066179190.97519","4391965647.17167","5844799894.36852","6317817921.89323",
"Bangladesh","BGD","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","298123217.32248","327312070.329498","404676733.922531","415162066.83929","561389790.196452","633370099.836734","664259286.109532","587744768.316057","693164805.794473","778180844.083524","784982135.479981","672477494.116363","381325650","979329777.663539","1673257331.15742","2258156894.99775","1461842222.22222","1614547899.15966","1900582718.25397","2441672036.79369","3648772609.81912","4010648714.81028","3713023952.09581","3675294612.79461","4054840000","4527346153.84615","4437333333.33333","4762612903.22581","5298846024.2622","5694953541.7601","6365683595.31814","6538067226.89076","6886498673.74005","7606494486.77249","7925502152.1197","8946505554.72637","10069682151.5892","10547494145.1991","11326872246.696","11472233777.0383","11890459153.2499","12193291326.9088","12498572174.8215","13520207253.886","14831544080.1767","16180097560.9756","17305038402.3228","19505343318.8532","22657667364.8156","25922343711.8473","28769596138.0853","32217757150.5022","33752286037.6357","39458093190.1973","45487972928.6353","52342330516.1637","82406651410.4348","91793309497.3592","102786054021.67","115390780823.809","123057028731.952","138683221273.916",
"Bulgaria","BGR","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","10668230769.2308","10320142857.1429","11201066666.6667","9991166666.66667","10548777777.7778","10727526315.7895","12961529411.7647","17272000000","13752176470.5882","13059444444.4444","10579090909.0909","4350483870.96774","4042113402.06186","3540144927.53623","2904059040.59041","3395967261.90476","1993277121.97864","2464063856.35293","3199914224.03999","3044131795.17876","3003835068.05444","3401327871.10358","3937423206.54791","5142333352.57113","6051211351.66021","7238043961.62887","8722295902.00731","11668137858.6424","13615211278.1393","13821261818.4403","12040701908.7586","14437254888.0199","13783088699.0802","13121408794.7883","13382063492.0635","12199120947.6309","13191321832.5792","14193558052.4345","14868538925.7695","14944467086.4339","15322084134.4753","17522551094.4491",
"Bahrain","BHR","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","1815600955.16052","2004520744.68085","1927925000","1800000000","1914095744.68085","1769414893.61702","1328511968.08511","1493365691.48936","1555685372.34043","1641577659.57447","1934475531.91489","1840228723.40426","1767942021.2766","1973239893.61702","2083655053.19149","2336724468.08511","","","","","","","","","","","8379601063.82979","9977952127.65957","12960265957.4468","9886303191.48936","11564787234.0426","14249361702.1277","14621010638.2979","15601170212.766","15531888297.8723","12468031914.8936","12670106382.9787","14606968085.1064","16202150531.9149","16265443617.0213","13977359840.4255","17414483510.6383",
"Bahamas, The","BHS","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470507000","449708000","488428000","479323000","404739000","475257000","471998000","506618000","804800000","866300000","891800000","981200000","793200000","942900000","964200000","936600000","1063200000","1193000000","983200000","1093600000","999200000","1161000000","1213000000","1397300000","1355500000","1468600000","1308100000","1424000000","1622300000","1558300000","1593400000","1166800000","1265700000",
"Bosnia and Herzegovina","BIH","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324691358.024691","479709231.735399","716013623.072834","925944870.538031","1129218048.531","1141296840.95861","1199073951.95478","1214544015.37335","1333332050.04812","1684421581.07328","2055227873.01587","2405397532.90519","2705438265.66609","3435422253.324","4434425104.85321","4034915476.95149","3856876075.03217","4137871988.05885","3724996189.7254","4058110243.70375","4111855175.68851","3668089367.73462","3931698263.67287","4339641811.68607","4949691611.34581","4841373476.04602","4898700640.6523","5964119496.85535",
"Belarus","BLR","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9937500000","8000000000","7777777777.77778","5867768595.04132","4866565961.73212","4664387818.52082","5049769230.76923","5075797257.74149","5374132847.72806","4127539661.84641","4264165461.72396","4010863309.35252","4643216080.40201","5837006338.37153","8104907407.40741","11430176415.9703","13749603729.6037","16774044734.3896","23590964419.4757","18374507697.816","20252769385.6999","22287638190.9548","23832433729.1592","27117454954.955","27883705007.8247","18456423458.4955","14774175713.7113","17268695337.163","18769140164.8999","20441772636.0073","18919904902.443","21930515618.2298",
"Belize","BLZ","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","31050000","30350000","46087781.6865","40762796.629","33626213.4055","35392361.5135","44358514.4245","40867454.069","43570368.2935","59398379.27","67742362.335","75545773.29","127573708.82163","139522000","159041800","175980000","164252600","174518500","182417650","176874600","181243250","190735900","245720000","243747600","246552050","225575000","242912750","247739750","298184150","338968000","347483800","324777900","313321000","336981550","296868750","317199500","338101650","325857150","352223750","325664750","319258850","344238250","343436550","418021200",
"Bermuda","BMU","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223717400","237559000","203498600","289225700","385365000","379403000","377345000","400577000","431355000","484434000","","","","","437715000","357767000","326483000","342621000","320997000","341004000","369131000","393492000","411970000","472923000","388034000","385714000",
"Bolivia","BOL","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","315235690.23569","325336700.3367","419029710.41745","443378310.844578","764167916.041979","752823588.205897","871814092.953523","1060469765.11744","1243628185.90705","1440355236.65289","1311581255.67924","1726546261.07058","1772577942.62848","1820792228.66545","1946554840.54164","1732780188.31137","1285038027.17474","1319691067.62127","1432350652.74799","1483690960.15648","1552006962.76364","1635375384.01385","1702247891.29599","1641748587.37193","1682724705.11849","1957000416.64063","2067813601.07201","2095160459.05259","2220697083.5375","2083190885.00447","2161540567.63969","2069634003.84447","2013809232.91492","2068801741.69626","2354763697.07661","2508468231.23938","3166699211.14384","3711672330.34441","4958383860.85131","5068251609.68661","5923173414.85314","7277359175.43607","7945025976.84515","8743489406.65702","9115361881.3314","8316847330.34974","8596051456.57751","9891019345.15983","10574133559.242","10309823167.785","8605058001.39865","10651980541.5652",
"Brazil","BRA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","4822690307.91158","5577261388.21488","5946175638.88398","8003875297.24114","6793159554.0568","6520936506.67227","8065425203.12212","8919175866.90115","10396175889.1679","11729198833.2917","13622585421.9581","16100750952.153","19166337452.185","26496716609.6275","36606872242.0549","43881294192.9237","53406528922.4241","59989144498.933","71325709050.1031","82157935532.0915","93051936803.5367","103428380079.121","115451747816.331","80274258183.1012","87112445817.1239","76789256907.4074","90711918200","101898825252.941","109400881057.269","146736790606.654","130001774671.57","108837506407.655","112018006951.785","137371085797.985","186090833270.45","179881367919.365","189986239379.166","199552969698.295","191042427189.297","130402430576.947","150796464998.938","126779377936.67","114678665114.368","128860614037.368","162682715907.148","215530002587.907","260783069875.419","323081070617.842","391486082724.397","364720467540.262","513959754433.834","604396222022.955","545636168091.752","524848569222.207","502802380110.497","348909495295.921","329596425486.209","375321175722.254","359409382013.246","351325643326.15","256419055206.394","303423784980.721",
"Barbados","BRB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","64405227.4639869","76777123.4654157","90281542.7546342","104459802.118033","125292099.637051","172177198.82663","188807239.09909","193158653.60712","218962859.841893","245214537.861085","223934768.557649","223636454.034704","232188137.025804","254760602.595336","268035598.866405","376373489.782728","351464227.11679","298450000","301496544.523443","308854969.422761","331327996.817978","352607766.121414","400785561.577089","439815044.995774","451449311.390643","468300000","448750000","447950000","504050000","519700000","570850000","684200000","688450000","724500000","688300000","636500000","675950000","654050000","658900000","650350000","644150000","627850000","636100000","628750000","636750000","598700000","649450000",
"Brunei Darussalam","BRN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","971726373.671468","1045839834.68983","1287437267.28185","1468803804.21415","1565083553.2102","2360893957.50943","4180833177.65739","3573626165.57012","3398130841.1215","2972550875.53242","2779053959.02677","2530339530.02136","1386975291.63222","1639126305.79297","1406281057.44385","1785389786.18674","2167192993.10345","2205183896.73536","2526824493.55433","2349906424.06238","2200147505.56501","2569200437.42063","2880295319.14894","2912863281.25","2087712177.34226","2538491209.43953","3820920707.65661","3363031869.17453","3544681391.71228","4206368270.00344","5341627558.86877","6820704157.65441","8393857385.61269","8733196204.63141","10667160598.363","7019524267.83996","9411074440.77741","13648143731.6162","13839628681.178","12670236572.89","11601578531.9653","7934395228.74391","6531362122.63809","7242966181.47585","8580487434.20565","8420453012.75473","7099480611.72719","8782338198.35281",
"Bhutan","BTN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","15666984.7328244","25090438.7990762","28342801.2684989","34704366.3366337","35991003.5211268","33367324.1713824","39818406.0269627","64724799.382716","64115150.862069","64619605.6685151","72603632.2101656","62647145.998241","67527978.3950617","67669977.041653","77771695.8877909","98867271.0453284","103411899.520181","118946474.80033","119672101.308774","144225051.0915","154661143.747219","176722509.006145","200832400.740588","237083273.937312","255124117.387467","294206303.854875","338476879.952325","526904664.014414","543581553.46947","530776191.863288","678249559.329744","745968594.722576","758982618.84979","761616500.960787","794352837.562163","851270495.495847","918666632.934149","1025305305.76644","934787650.150973","914330810.859937","807176152.097987","868488476.35831",
"Botswana","BWA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","4054114.67825599","4046173.21953267","4054114.67825599","4042779.25346009","5615363.16743343","8795197.54292894","7391910.73919107","8786610.87866109","8228730.82287308","15109316.2512185","26521496.3707426","35162829.8708591","45419254.6583851","65624549.7766892","85356880.0588668","110141987.829615","118387764.48942","146615201.900238","220900748.611446","350306748.466258","465645908.389089","440121907.493725","439399825.191803","559531406.691585","640596118.299446","632686849.574267","806875631.951466","1140359759.36625","1637318166.90364","1894163482.05866","2157081429.72319","2111174317.37238","2059226430.29815","1991828649.25096","1842546375.62393","2076401414.03939","2202183984.11648","2293962967.02093","2086017179.77236","2457032263.64501","2680034497.62829","2457577210.1623","2391210215.24068","2975819430.69557","3477457670.09738","4250742900.69772","4624742517.53769","4806461881.801","4411380465.51143","3330497225.75506","4711058658.14885","6260704586.00216","5225793390.48492","5581144352.2366","6463035449.69419","5079980284.33212","6085090980.80945","5975184500.45422","5927157509.80392","5313499084.22354","3937522249.96072","5229237974.98038",
"Central African Republic","CAF","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508031794.620124","525147520.899089","649438534.141003","690864063.375577","409206648.476735","369157073.728328","375205700.428459","394901769.406162","429747830.387933","456539018.609353","455632704.113765","475772285.809592","507344200.420283",
"Canada","CAN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181539072656.363","170126727334.007","189085279666.151","219708437142.28","210222107438.017","209734913655.77","249922203982.585","291488854727.133","342700115530.616","380575634696.756","421344381342.519","455678537956.888","344701250984.166","426188304452.91","486697022204.677","486979356756.42","491439314623.88","490043362985.931","380032251381.957","355950967448.067","396282298083.287","424815832585.479","","","",
"Central Europe and the Baltics","CEB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122403626024.586","129362006910.611","126849355697.745","136017604631.289","128321653860.613","123726370772.143","134231016608.088","149084084298.632","180146494258.786","223312283129.28","260145412196.111","299398812748.919","379139158687.169","460179424009.573","382335383270.426","394049744098.374","446355776251.39","404157995072.231","404304960523.652","430297031215.768","383357858468.603","383839630657.824","411583886195.67","460300168500.903","462117791691.002","451503047660.103","512579205209.059",
"Switzerland","CHE","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81309681111.431","81538463737.7964","82756569478.0259","79180230102.8695","90138924471.7409","102605467230.444","95325702265.3722","80438027974.919","80868808801.214","78285177739.3157","71111286712.4585","75211495615.0747","81760665340.6904","94162772703.646","103205843184.56","108030742852.554","114837350454.618","127253705431.523","147185003231.465","137127722635.787","147883422274.049","179197725943.652","168886084027.114","174455656568.669","176722439471.14","167984415632.042","165713873504.569","168361612687.559","177212592845.091","178330806269.025","183589344316.134","196942705689.782",
"Channel Islands","CHI","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","1473432590.81818","1650111098.45455","2041525554.63636","2239114160.875","2409341607.34783","2402973661.40625","2773078125.12821","2787480319.21569","2951073213.76812","3582925706.51163","3774431095.48673","4201191665.08197","4480409405.04808","6899744839.80447","7899927044.02834","2906355271.89409","4133781058.62069","5042212899.72145","5756552320.27795","8131861337.44966","10829727345.8974","12481466194.1026","9084272675.11295","7851121097.22046","7528757733.54996","6953541255.75034","6680193640.18038","8057284597.3292","10727689570.6298","11932301538.865","12985774452.6074","14139973942.5004","16208652051.4093","17252119911.176","20857010860.8216","27941867024.2206","24239976177.2232","25711371775.0776","22409086851.3311","20428257298.5385","21779212534.2527","20369904512.2473","20046721731.2528","22734484100.4482","32450927025.0186","41630266820.8785","59512607434.0276","64654551922.2574","57463527471.2026","54662122226.1775","72658460358.6487","81501750678.6385","81644405532.5936","81592785862.4039","74975540696.9006","67609618959.3074","66761112812.5833","75671913805.6134","82303677172.3371","75763663853.1552","75718126641.8207","100661577525.042",
