,Country Name,2016,2017,2018,2019,2020
76,Fiji,7.977604458555555,7.977604458555555,7.977604458555555,53.49316025,7.977604458555555
77,France,64.72767639,65.80223083,67.54351807,68.35790253,69.34638214
81,United Kingdom,58.42562103,59.99557114,61.38288879,65.77336121,69.4837265
82,Georgia,51.83005142,56.8112793,60.33444977,63.91550064,66.68921661
83,Ghana,15.53598022,16.01313019,15.6917696,17.23296928,18.68745041
85,Guinea,9.342309952,9.180729866,7.921060085,7.018630028,5.841119766
86,"Gambia, The",1.9377383591666666,1.9377383591666666,1.9377383591666666,1.9377383591666666,1.9377383591666666
87,Guinea-Bissau,1.8180433513333334,1.8180433513333334,1.8180433513333334,1.8180433513333334,1.8180433513333334
89,Greece,131.540863,136.6025696,142.8520355,148.5308838,150.8760681
92,Guatemala,8.666949582869565,8.666949582869565,8.666949582869565,22.14220047,8.666949582869565
95,High income,76.02224731,76.36540985,77.10482788,78.56021881,79.55541992
97,Honduras,20.92457962,24.34098053,26.16422081,25.45789909,12.542967300756759
99,Croatia,66.53237915,67.86556244,67.65422821,67.72174835,68.09648132
101,Hungary,48.03886032,48.50038147,50.30653,52.44464874,55.15554047
104,IDA total,10.71955967,10.87707043,11.15610981,12.03509045,12.20800972
106,Indonesia,35.43735886,36.44443893,36.31103897,13.455747792937501,13.455747792937501
109,India,26.82921982,27.44213486,28.0605526,28.57289886,29.44132614
111,Ireland,77.55713654,77.78061676,77.28288269,75.17993927,74.68031311
112,"Iran, Islamic Rep.",69.63565826,68.11608887,62.78507996,60.39419174,58.2224884
114,Iceland,73.60044098,71.84500885,73.1032486,77.58883667,84.27375031
115,Israel,64.90019989,63.35469055,61.47687149,60.32519913,61.07302856
116,Italy,60.93732834,61.93299866,64.29161835,66.0515976,69.46527863
117,Jamaica,15.29291599232,15.29291599232,15.29291599232,15.29291599232,15.29291599232
118,Jordan,35.58393097,31.14040947,34.41532135,33.06087112,33.55812836
119,Japan,63.58443832,63.80704117,64.10384369,64.61711884,36.61427422727273
120,Kazakhstan,46.61611938,50.1461792,53.98825073,61.74975967,70.67794037
121,Kenya,11.42673016,11.46471024,2.931929222,10.0383997,2.931929222
122,Kyrgyz Republic,45.11103821,42.81687164,41.26702118,42.32133865,46.451931
126,"Korea, Rep.",94.03362274,94.3496933,95.864151,98.44618988,102.4673615
129,Lao PDR,17.26186943,15.74090862,14.96675587,14.45331192,13.4808197
