,Unnamed: 0,Country Name,New_debt ,New_fiscal balance,New_GDP growth,New_GDP per capita,New_Inflation rate,New_trade index,New_gini index,New_Intentional homicides,New_Life expectancy,New_School enrollment,New_unemployment,New_ControlofCorruption,New_GovernmentEffectiveness,New_PoliticalStability,New_RegulatoryQuality,New_RuleofLaw,New_VoiceandAccountability,得分
28,28,Djibouti,0.0,-0.0786821695430982,0.0421538562628177,0.360856974429441,0.221290695713142,0.230911122895917,0.257631656,0.323376008,0.19172628,0.319177608,0.113465713,-0.288548609073982,-0.186205574832187,-0.221509161080194,-0.278431224999975,-0.281494035253859,-0.259277840459657,0.007274918336367677
29,29,Denmark,0.0,0.0177785622167671,-0.203141021077327,0.249950446344478,0.0263759175048509,0.237946888942714,0.194516262,0.192174687,0.18774292,0.21947507,0.188577597,0.229768132626688,0.21767865333272,0.221952005243873,0.240833152779858,0.226118865782307,0.226114619747623,0.011404257621661295
30,30,Dominican Republic,0.0,-0.505327009705125,-0.261258072820005,0.282452608026089,0.24606169517783,0.266445478115636,0.371915182,0.275837148,0.184962951,0.258615377,0.203642857,-0.216680029587699,-0.113743434951799,0.190873113225216,0.0434540173914327,-0.0640948626843254,0.385154538454467,0.008774932024302047
31,31,Ecuador,0.0,-0.344601027498744,-0.3898871500033,0.260520458841159,0.152023433000921,0.195543736310363,0.227374863,0.246494087,0.175468999,0.262688192,0.16103916,-0.172798113447656,-0.158692723734026,-0.110101885087506,-0.208044232922593,-0.135843177738543,-0.0128428843588771,0.006694067767323813
32,32,"Egypt, Arab Rep.",0.0649714941869446,-0.19974503339729,0.178934424887923,0.318997356159045,0.286463766235328,0.248834234470808,0.034169134,0.194738705,0.18594857,0.239243427,0.268853934,-0.303856512385676,-0.206576485322171,-0.239382731421119,-0.232805117136198,-0.186408643395059,-0.297452417768123,0.007228325348908962
33,33,Spain,0.0,-0.375209609013451,-0.692051824450201,0.217392526997772,0.015780243654206,0.229698956669031,0.179605302,0.287286588,0.183847837,0.251384625,0.18219889,0.172163903436627,0.185354167924796,0.374385542766111,0.16828323394363,0.195437561219224,0.216125381781255,0.009593703379877552
34,34,Estonia,0.0,-0.649682268076731,-0.0196073298594536,0.316693490210586,0.101349884568545,0.234767696808524,0.179605302,0.226820582,0.19270447,0.22277399,0.183661726,0.321402174916209,0.295067516739377,0.251432078373726,0.249596980801526,0.277003562795659,0.245042683745408,0.01065157627932147
35,35,Ethiopia,0.141575987549731,-0.203951276465434,0.143245486800438,0.411065777499757,0.174975784036733,0.242062593850347,0.184854017,0.308703994,0.210474126,0.323285831,0.093743509,-0.142915663058936,-0.198389530352055,-0.265469451679336,-0.222906089382813,-0.138501061066393,-0.194192853435305,0.007666319266690838
36,36,Finland,0.0,-0.427194651083356,-0.161557803011789,0.248271830462612,0.0663321671026476,0.22444711040433,0.184981512,0.263641557,0.187135056,0.205564335,0.209939792,0.229452322131002,0.219179842420112,0.17765908892267,0.246106516301953,0.244280612532136,0.244011352640215,0.010545676275100408
37,37,Fiji,0.0,-0.605509719325726,-0.777901317184183,0.253619467914893,0.0,0.241614556562501,0.187740358,0.193012893,0.182718308,0.344825009,0.139781132,0.381797288858657,0.18362089737733,0.327654455789331,-0.0493400645386976,0.10802282203148,0.0133630069248299,0.008542692471764915
38,38,France,0.0,-0.452612514746032,-0.716456101669866,0.230454628786967,0.0658874617764017,0.221226848307072,0.18606125,0.221770201,0.18412054,0.226573601,0.264023858,0.199043096438771,0.197021633599774,0.179893167973219,0.234238137705908,0.218793835435913,0.205072389584403,0.009248377987387476
39,39,United Kingdom,0.0,-0.50494989330322,-0.738093846631942,0.219358522054393,0.0826005131589467,0.203588578290214,0.179605302,0.291291698,0.184019458,0.224785898,0.209228317,0.224482421746801,0.200842222505113,0.279487341775957,0.203859824256922,0.207909873519148,0.219319438577185,0.009293643110821183
40,40,Georgia,0.0,-0.664624880815336,-0.232417501360307,0.27460273648699,0.315958794742079,0.261109061074487,0.188388288,0.203990582,0.18441582,0.279593295,0.196856659,0.279861409292079,0.360013264435753,-0.139319765885526,0.332231854036924,0.142897284162802,0.0698694790947449,0.009457399537959512
41,41,Ghana,0.0,-0.529654885457791,0.0176153240391755,0.32491120346573,0.270029836916515,0.266729373709708,0.212358899,0.244676811,0.192156769,0.344842242,0.264311779,-0.144739814302434,-0.188024910321538,0.436359920473715,-0.165349086336835,-0.149607471957646,0.280145902975813,0.009049065371011586
42,42,Guinea,0.0,-0.109373585926893,0.207582554127643,0.346389516565293,0.249906754085667,0.238670643984078,0.197146971,0.323376008,0.195870193,0.158089064,0.225217156,-0.211343109098528,-0.203370337923073,-0.116329636121522,-0.20306352429995,-0.221594409744117,-0.206077333658917,0.007988790373708199
43,43,"Gambia, The",0.0,-0.144141972454741,0.0270043137170773,0.245487608286253,0.243972269368275,0.230178549608455,0.221633489,0.323376008,0.191573557,0.371466342,0.244751121,-0.152536728881105,-0.245970306875254,0.34846222827786,-0.334885512816955,-0.171146092504832,-0.0487019606308451,0.008730819276854328
44,44,Guinea-Bissau,0.0,-0.483973779185334,-0.137345898581905,0.280684146594555,0.220396885981045,0.269430131484618,0.194886266,0.230407917,0.201237165,0.30917819,0.131769163,-0.237251779291909,-0.248280744292607,-0.269589643963247,-0.254306623208708,-0.238995911531812,-0.128226817428298,0.006028064659834917
45,45,Greece,0.0,-0.332524798515276,-0.442051175502139,0.178788126054145,0.0315803223463201,0.21677230883164,0.179605302,0.285818342,0.18353582,0.304759706,0.13670096,0.0630912718456365,0.21132003433736,0.0982406725162156,0.194259713949064,0.128053150967337,0.260428733763243,0.009568298352674474
46,46,Guatemala,0.0,-0.492604779710667,-0.110732276862954,0.315952338142666,0.269414763132847,0.28773671481387,0.39042531,0.343215039,0.187762304,0.292741608,0.051273463,-0.354440027232166,-0.228178088445929,-0.140107312386527,-0.203245038357816,-0.241927100261578,-0.276240519958969,0.006366291777155387
47,47,Honduras,0.0,-0.348048785640783,-0.430404142021003,0.278760939537314,0.274430293215034,0.273798091441046,0.319210402,0.202879981,0.184491613,0.258627691,0.0,-0.271055835128224,-0.215948160868743,-0.227187099477872,-0.276966758116028,-0.238655469101873,-0.338437065491287,0.005394068199446702
48,48,Croatia,0.0,-0.372733692337456,-0.468529612599842,0.248034329978592,0.100882083902854,0.222838170081342,0.0,0.204613471,0.186121443,0.255481236,0.289173645,0.336189948711763,0.202123457635371,0.230295919368299,0.211234576373407,0.307405135161059,0.264372464101357,0.0102314545363515
49,49,Hungary,0.0268626515441941,-0.337794190074203,-0.271755655006203,0.276866130970994,0.28735407077764,0.248419643764425,0.078035292,0.321354071,0.186464274,0.206477813,0.271430658,0.0557569222190597,0.206142051915146,0.249515427028135,0.120937316082417,0.169569108611315,0.112573492087183,0.010143941498105708
50,50,Indonesia,0.0,-0.66611136376313,-0.0897759536644235,0.300934094890723,0.240446222877271,0.222390859720587,0.19523813,0.279847256,0.183470367,0.285689994,0.204731175,-0.147910754348561,0.256195659967566,-0.102705391712678,0.14137605957167,-0.134865616243182,0.17350000650856,0.008527912364975193
51,51,India,0.0742556650928434,-0.351947718435917,-0.219946010769235,0.314872230422327,0.218912201395301,0.256435046771042,0.179605302,0.294612597,0.193719891,0.306254321,0.115096436,-0.160361684723403,0.573279728634765,-0.169467416752243,-0.0766449894748149,-0.0952384227802073,0.0863860237082677,0.008919108617356031
52,52,Ireland,0.196306897670415,-0.12644658873898,0.184693036391625,0.330191923163353,0.162417144493927,0.218090320119068,0.179605302,0.230217309,0.1875554,0.232641792,0.234257766,0.229588784851112,0.235221658080326,0.215982002475959,0.209203315788968,0.21623453449038,0.241553743619699,0.012201771557919886
53,53,"Iran, Islamic Rep.",0.0,-0.415241461099563,0.156318390082987,0.122866131138794,0.0929814641892809,0.204770805504469,0.271148294,0.218818954,0.188164388,0.255186439,0.197865451,-0.342829248749412,-0.428008770069263,-0.33381864211331,-0.241373670044183,-0.229495226148792,-0.237169494741872,0.006213754165325589
54,54,Iceland,0.212538720394195,-0.345707960946905,-0.316285398453498,0.244760141966141,0.254009132427649,0.20903932537008,0.138349118,0.047182293,0.184486863,0.242565238,0.051661332,0.199907039685811,0.215327058250632,0.240419444309442,0.255117304249131,0.240422117179288,0.227972779796208,0.010528967463231958
55,55,Israel,0.0,-0.552247342243939,-0.105885826460311,0.311037608709349,0.00484707693733164,0.242920276093016,0.21174085,0.279329126,0.185572095,0.19640055,0.298854961,0.150637424370828,0.203230882052149,-0.171243287600979,0.25375500783518,0.238349017584192,0.22701911414909,0.009520421487800051
56,56,Italy,0.0,-0.585295781487932,-0.762400626999837,0.216565593336151,0.0,0.24489793213425,0.179605302,0.237698738,0.18342959,0.2209826,0.192777161,0.417053492648225,0.19188122595797,0.231490243825621,0.139180898048093,0.128298377452024,0.246307580568872,0.00903812714330471
57,57,Jamaica,0.332892448547769,-0.142860583421122,-0.780111247398281,0.232694244196842,0.281040807445987,0.20615383930529,0.194570893,0.127462296,0.17979296,0.296977784,0.293786278,-0.0186740906849837,0.359853032200831,0.203850158230108,0.0753831764348237,-0.150482497533218,0.261340517758551,0.009430038146024788
58,58,Jordan,0.169022096422762,-0.276690630578013,-0.0729034946304437,0.258672785513713,0.186179081723974,0.199440087701705,0.182574186,0.224353326,0.185076407,0.187958066,0.050120816,0.0662173070910243,0.203513418051163,-0.148704086402743,0.286385589699934,0.169379701313337,-0.244878692169573,0.009244110575095077
59,59,Kazakhstan,0.0,-0.364700148205545,-0.0871810755971616,0.236661304135796,0.246168151488243,0.177274506816113,0.068494419,0.32902331,0.188916053,0.29105592,0.214300173,-0.0951459180244089,0.0688835305097468,-0.163824860921959,0.0999794609216818,-0.134977219585796,-0.240281723982118,0.007842724194280904
60,60,Kenya,0.0,-0.380908920411262,-0.011972082745254,0.34955388070894,0.269684763028792,0.239758031877329,0.217073129,0.22198217,0.192281873,0.336559991,0.321180226,-0.210561594532611,-0.173375428701295,-0.192039786668139,-0.387863103215038,-0.169778569536098,-0.324006724812163,0.00671076326340795
61,61,Kyrgyz Republic,0.00306830755680859,-0.191332554321931,-0.34472973501642,0.271758882351515,0.242173167757774,0.293957707644755,0.153783306,0.290486007,0.18735396,0.21730855,0.279715474,-0.224488926332094,-0.167481922434565,-0.122129551492557,-0.210163926531686,-0.201467306105139,-0.185948115062236,0.006764083206474575
62,62,"Korea, Rep.",0.0,-0.300805696190878,-0.040117934027543,0.287860536234783,0.0187196295623219,0.198485337437274,0.0,0.223341802,0.192090509,0.220570082,0.144909789,0.327650146786116,0.306051155568,0.327239628298115,0.256227393814573,0.272254746344246,0.267437150732253,0.011369895895346965
63,63,Lao PDR,0.0,-0.365289653357828,0.0162764075392774,0.360608628706756,0.275428028723243,0.240215342049827,0.183511125,0.323376008,0.200191406,0.21455992,0.199596749,-0.229486410082079,-0.214503377427004,0.332768016088226,-0.189286490121011,-0.207780385939266,-0.246536857083877,0.008010339321429267
64,64,Sri Lanka,0.110232919212023,-0.419275269756455,-0.136618062118893,0.288113992604546,0.250823102205614,0.24403240667547,0.18280506,0.245337545,0.188592965,0.306901893,0.218372291,-0.232805311376795,-0.0592055181350811,-0.0214434489627841,-0.223723500680103,0.0124756925737282,-0.0312305430089902,0.007733501105588943
65,65,Lesotho,0.0,0.00848252641413234,-0.480607857567007,0.228901168371489,0.243354678957178,0.217504009174329,0.227806836,0.284660309,0.193534585,0.286176332,0.221490017,-0.202053179949776,-0.368297835615902,-0.201443866226736,-0.267217720416912,-0.41160795304729,-0.0291440806509529,0.006576749538595332
66,66,Lithuania,0.0,-0.416399530677839,-0.000764323343440049,0.333883475206231,0.205757145053727,0.235478352484102,0.182574186,0.279673223,0.186179864,0.197821627,0.2165423,0.408404167669014,0.286399167829748,0.272103287394835,0.239351521865458,0.281543974419528,0.256189548201406,0.011550124079381224
67,67,Luxembourg,0.0,-0.391214543259049,-0.0528373650832204,0.256468121355008,0.0700583634731027,0.199933954484217,0.091738743,0.285180699,0.185369883,0.265611121,0.0,0.243069982444882,0.251970832205789,0.20954439237295,0.252883233436963,0.233166152050568,0.226780238518213,0.010736810030952471
68,68,Latvia,0.0,-0.319252990864317,-0.073286274225046,0.310132080328444,0.202868104141117,0.23833608062905,0.183749821,0.222612441,0.189395827,0.262771738,0.227098409,0.449488133392639,0.255947959332392,0.200142283603223,0.272277300041697,0.28195716059478,0.255225630745173,0.011616119353562838
69,69,Morocco,0.0424876628989257,-0.383507770535535,-0.262310514231967,0.263033638566547,0.0660682880195938,0.236481343383872,0.206916801,0.191502643,0.192858951,0.373402291,0.260838664,-0.276905520703877,-0.0868474916352182,-0.197448025186518,-0.0432513348569393,-0.177258591932118,-0.20906937341266,0.006549214368239051
70,70,Moldova,0.190805129097171,-0.528778563512672,-0.286454049627032,0.371384986207283,0.321542689240814,0.235502250308016,0.099681745,0.319941896,0.185411129,0.265902842,0.259393201,-0.172189228271102,-0.191689571251201,-0.268115580424735,0.0025993391262632,-0.265452511815725,-0.0387681184474178,0.006650138851714308
71,71,Madagascar,0.0,-0.316435165718911,-0.298227206984446,0.235163474505839,0.312770017361293,0.187872133875012,0.211163344,0.323376008,0.19473645,0.279122659,0.150292454,-0.34385684420823,-0.246827150559586,-0.241392955042849,-0.315028142526886,-0.27962882343435,-0.122203101687473,0.005952383455705519
72,72,Maldives,0.0837078757631571,-0.580871490318786,-0.620656100133621,0.220933503557068,0.122990955658147,0.249693099019727,0.191942285,0.188391299,0.194051887,0.370717311,0.17356408,-0.128909500540443,-0.00514466557753408,0.196048918805617,-0.256367645799855,-0.164282194712305,-0.113253548411071,0.0066810365196937425
73,73,Mexico,0.0,-0.342399946922282,-0.525313436682204,0.212263617835755,0.246563400407851,0.197671172873535,0.298735082,0.009275227,0.171909411,0.300503775,0.147094074,-0.334024597540637,-0.310657870512369,-0.293912941220127,0.00215506701899528,-0.284363157181838,-0.0374799684321256,0.005705684036619583
74,74,North Macedonia,0.0,-0.586576446745168,-0.369525686551821,0.292421375568544,0.195940308817078,0.229435973856361,0.186050988,0.254820056,0.184165011,0.248073768,0.330963926,-0.321507513584655,0.0816692379695246,0.0466008531654687,0.339908235577992,-0.0629279330346233,0.0960208976126794,0.008178109075345675
75,75,Mali,0.0,-0.177114818253309,-0.057624771887324,0.274560813924895,0.197594817745984,0.322864191738486,0.184429704,0.323376008,0.196661441,0.310311125,0.250317797,-0.275941423764509,-0.303718087137596,-0.365951807235432,-0.28996171862079,-0.37359130228743,-0.549128743811474,0.006030128900439495
76,76,Malta,0.0,-0.531943894315145,-0.345266265355088,0.287236854201439,0.0450054534270803,0.284712619700365,0.118208255,0.142371989,0.186952929,0.350156224,0.23407723,0.10643267440626,0.231658226928317,0.198427384048073,0.237554913128148,0.163773652664659,0.221248276204966,0.009723569776497954
77,77,Montenegro,0.0,-0.45452783452122,-0.618494071270713,0.269818443916709,0.04362815457946,0.238092338171585,0.195883607,0.207036257,0.181955351,0.268106055,0.15527353,-0.0175833325192903,-0.0944813412597116,-0.0360822501857011,0.391495100423725,-0.0267380402570028,0.0601343806410352,0.007815501728084167
78,78,Mongolia,0.0,-0.379745329249476,-0.124649074037336,0.294668206505511,0.271700563854433,0.236112655798646,0.179605302,0.275229427,0.198722401,0.270256925,0.122800388,-0.205245101552587,-0.19384850228924,0.240104613665364,-0.0465805267530185,-0.192263771845471,0.362097949896121,0.008729898596988531
79,79,Mozambique,0.0,-0.284751173913564,-0.0427407106521895,0.201123862463836,0.283047279448016,0.205405886454255,0.183170577,0.215354041,0.209777916,0.309196143,0.133229924,-0.276010521795483,-0.257750516615607,-0.496059328540568,-0.293855578526858,-0.313862087992221,-0.477079813460903,0.005615410019812517
80,80,Mauritania,0.0,0.271986640893791,-0.0358045588566158,0.279620964515801,0.244436288612257,0.27973284794345,0.184981176,0.323376008,0.186257078,0.25427659,0.0,-0.259581711044732,-0.227265892658939,-0.237355565234922,-0.296457671100505,-0.172329411540948,-0.220861396591987,0.007810913049338969
81,81,Malawi,0.0,-0.512126678878415,0.0347168116797051,0.347395337610899,0.28989615931576,0.232760559233101,0.199717495,0.189112466,0.217863739,0.502199786,0.268390622,-0.138426216687769,-0.271113912651314,-0.163317294094957,-0.266302284246363,-0.255438909546361,0.00959752182326682,0.0072231878775919555
82,82,Malaysia,0.0,-0.30652141898239,-0.234330755842354,0.265082380531328,0.0,0.227221774297034,0.257693723,0.162562852,0.184956925,0.246354865,0.040329723,0.263366330591489,0.239821553900777,0.108210135493571,0.275411677729402,0.320028493801909,-0.0897009111860297,0.010064733097908283
83,83,Niger,0.0,-0.155347574462357,0.141283993799499,0.280750064300763,0.328988568032121,0.233117343035527,0.187214381,0.223617635,0.205257518,0.378812806,0.177015666,-0.208585705176599,-0.203876168723304,-0.373998050999866,-0.288876096956707,-0.216723709593781,-0.274656773897904,0.00717274619936716
84,84,Nigeria,0.0,-0.291073881198106,-0.0625409644818069,0.224071179906431,0.160477861591082,0.156548647869276,0.188675482,0.347059003,0.193447053,0.283687775,0.163054785,-0.223347399174882,-0.249126441399181,-0.225529909092528,-0.264715142816209,-0.174552659356244,-0.211279921204775,0.006606499988938928
85,85,Nicaragua,0.0,-0.340106826794219,-0.0940897401948546,0.261311797279938,0.260585297644916,0.315123649157616,0.25426336,0.272633876,0.18672157,0.287432979,0.148213798,-0.337915983489007,-0.183523677832986,-0.326432945001112,-0.32419281127626,-0.344166960775844,-0.430723370248182,0.0058027827914585335
86,86,Netherlands,0.0,-0.306715103284748,-0.385696502013646,0.246558781518671,0.142256223289059,0.226875637575959,0.141174685,0.292733244,0.184064986,0.259397806,0.232158546,0.239004129321074,0.236803501148074,0.208077158903948,0.230266365613685,0.228334242445732,0.233252226817283,0.01054533039278442
87,87,Norway,0.0,-0.0573941424913256,-0.0857489364371785,0.192730601896554,0.118388504642058,0.158399511483318,0.178461136,0.204921845,0.186916489,0.215350554,0.142841182,0.235055187774683,0.24049849417957,0.237572401428221,0.25677384460019,0.238146377141602,0.247265008742384,0.01160324929530067
88,88,Pakistan,0.0,-0.311719703694844,-0.0645092666277615,0.276366969167404,0.199171946028778,0.231218134034447,0.10929929,0.27993383,0.188411456,0.300105234,0.134147223,-0.210519758743415,-0.192600617517523,-0.180397478319788,-0.254918285330157,-0.197339033636082,-0.237762255416046,0.00664913436757284
89,89,Panama,0.0,-0.67846122826125,-0.515417250967059,0.273470172414223,0.0,0.259069208083945,0.350777517,0.163809415,0.183371278,0.195831821,0.0,-0.308441187786656,0.256282951862596,0.260198542681933,0.183562762127823,-0.416292500017498,0.252365431590774,0.007886720601262193
90,90,Peru,0.07533375287932,-0.726677269937049,-0.418392333585843,0.264948089307461,0.184205772338706,0.25561634323353,0.261698935,0.268816282,0.184225186,0.245162076,0.100424528,-0.285937303783801,-0.145081415957131,-0.10880845947765,0.304490718575934,-0.153107750566359,0.34047560492921,0.00746814459312881
