,Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,Albania,0.24616189699664281,0.29999617288296565,0.2992381537935584,0.29987607874874916,0.320291415713773,0.32466497729844795,0.40696893940100026,0.18201120513191227,0.20114671400575354,0.1381194022518138,0.07690274841451161,0.054371701773648515,0.09628554381555349,0.12039303090286743,0.17987822943296494,0.20631732061504396,0.2180994016289839,0.11330296578545594,-0.18892101243847648
1,Argentina,-0.37696745149677063,0.30577643639172547,0.31243838405356267,0.30628228260688745,0.27844494164699435,0.31167983133732136,0.14038707170022693,-0.20479089643373716,0.3503557625097258,0.2077468006919912,-0.03551586961166463,0.0832282379476356,-0.08694070522186503,0.0945027117901378,-0.07198283332048584,0.09752493130533081,-0.09056630851389891,-0.0692331473098377,-0.3440526162169277
2,Armenia,0.3312611933703663,0.3513376293322067,0.26350322199915505,0.34882807483697664,0.3312611933703663,0.34380896584651655,0.1731592601708733,-0.35384718382743674,0.055210198895061055,0.1179490612507167,0.180687923681659,0.08281529834259158,0.09034396185337727,0.08030574382226599,0.005019108990460096,0.1882165871924447,0.1304968337519625,0.19072614161238807,-0.18068792365656344
3,Australia,0.3149215485236001,0.24535477474147546,0.3325100285152332,0.24869471344516753,0.21611764578202294,0.2979142685438625,0.2813822054878928,0.1475005371517595,0.17400266495948907,0.1885768780329559,0.30769968428310185,0.20335220217683364,0.20337292762533163,0.16975777383185925,0.21532216152062145,0.17996560259045766,0.22734759083694067,0.17122926600785981,-0.004012652613806574
4,Austria,0.14429411879010426,0.08225509025324022,0.23896389755204392,0.19606106967805315,0.30177514421462154,0.3256594284074161,0.12759531770748006,-0.32890630065117926,0.1605044859428982,0.25536099843846943,0.05944964533700464,0.002228313525833156,0.05777454902031148,0.08863568449873062,0.17381453814807743,0.197328536841655,0.21190276546835865,0.13257226756544857,-0.563874833415754
5,Azerbaijan,0.16718340235324888,0.1808108237529095,0.16390462898861727,0.4952586656174556,0.6110688151912333,0.4428034866121887,0.19056452103746882,0.1646584921342846,0.08942760989928084,0.0017712164013512994,0.038351023785319946,0.10290400340953734,0.04871736059760762,0.01937665411124244,-0.05490763054390045,0.0035424268337115633,0.02656820935614058,0.04428035011361432,-0.07616220196090791
6,Burundi,0.280567368504977,-0.07721503083436078,0.3049951016881787,0.05678837952524982,0.3416014827612974,0.2178117388180682,0.3067655487628324,0.24057736737440907,0.3233252690711651,0.2544497981529023,0.2805791627573111,0.31070751607924185,0.2675773927987628,-0.24608298271717963,-0.03785897699769767,0.03154917933112299,0.10158402621922981,0.11436960818051269,0.020643010744184197
7,Belgium,0.1656683637685914,0.10074545872894021,0.3466172144193905,0.22534527654492217,0.24772831315207866,0.3568740891597656,0.043378417556343675,-0.19613112662697885,0.2780051389875711,0.1644676784227131,0.07174762653567099,0.04457354841470412,0.1532107122259247,0.19814179394073095,0.12294320695792255,0.1571947025628217,0.1740213129003513,0.217495266710236,-0.5203703629556813
8,Benin,0.2269516062797725,0.16832222364539182,0.21652322648168704,0.0837395788276649,0.19277017246489625,0.29261308660804014,0.23934495922211682,0.11336712828375665,0.10333560096312079,0.1448684069245799,0.23517286231218204,0.3515176788139584,0.31076370663709835,0.08691612235353585,0.16324342213932505,0.27722594562830305,0.32736241359924256,0.335595177463099,0.18811602201259559
9,Burkina Faso,0.1705407664616454,0.3056867321000377,0.17545715742962506,0.33935556484895635,0.24498698825678403,0.16107593729857547,0.22723254215079317,0.11604354858964884,0.3309090978347171,0.2594592898239766,0.2528033166338277,0.2269423541845537,0.16951750493716125,0.1536262165542123,0.2334220898736369,0.24304080626570265,0.258754337273139,0.22284943204606322,0.07562642353970382
10,Bangladesh,0.14324013006862218,0.17711304447019827,0.1957962714681296,0.24424193376595937,0.24932262881223932,0.2637730232117078,0.22472950021138843,0.18853142841631956,0.2082123294880814,0.24156758844364573,0.24370059999353902,0.2247226205352813,0.2264959193927864,0.24486580743350572,0.26582379292187197,0.24627126116309642,0.27351936268126936,0.29453953722641274,0.1288492230944142
11,Bulgaria,0.3053356839873019,0.2723278341999825,0.3385368506469238,0.36692443613007236,0.3537291362995656,0.34602273134674477,0.3187321456520563,-0.17404868102442564,0.08017242768287856,0.10926099907582175,0.039255769315811054,-0.029145232779383773,0.05027640744453163,0.17825608215207872,0.15806845506285883,0.14363065525963922,0.1396053784904261,0.2099801277613117,-0.20584475648499082
12,Bosnia and Herzegovina,0.30700844740611655,0.2361526510237233,0.38626189889313767,0.23798703967898452,0.330614276786917,0.35767423575087454,0.3324357357699827,-0.18347162343146417,0.0528633962978163,0.05859399847740106,-0.05018668124713358,0.1434975339418119,0.0704616536170686,0.18864437038494675,0.19234772416133306,0.19366844598532837,0.22839319317052534,0.17287935586905362,-0.19048417020429315
13,Belarus,0.18948400019722295,0.26451963261195327,0.43001548169917686,0.35303378813674163,0.37556760398543565,0.32298855246492164,0.38307913377481306,0.007511179835302542,0.2928777905403202,0.2020069317547074,0.06336337795834085,0.037687133494446856,0.06483745595502476,-0.14382633849322718,-0.09488519268304428,0.09510065833286696,0.11827372084593422,0.05257949183620134,-0.026275009163469504
14,Belize,0.24297485748636313,0.44344166750810987,0.22005601422049262,0.10447107488488523,0.21789799166417267,0.15561547331865946,-0.07222731624044441,-0.021496808912393542,0.05970242890802701,-0.0050180140358502354,0.18335112472352785,0.2152332196748069,0.19433932823703443,0.16003193110727165,0.005375632681105055,-0.08054337774831513,0.052436516285902214,0.2139399133801716,-0.6369165622785079
