,Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,average
75,Tanzania,0.191952163,0.225634953,0.251779704,0.213644555,0.199502068,0.251605537,0.208383591,0.195064139,0.222942391,0.26571076,0.222857866,0.271743916,0.214163321,0.222842356,0.245582123,0.235659894,0.225148383,0.235210183,0.264643483,0.229687968
62,Thailand,0.494762731,0.517399426,0.511211506,0.519177612,0.501121209,0.52845827,0.497546468,0.501116809,0.518309151,0.526513045,0.497283338,0.485573315,0.446905782,0.435430342,0.424958747,0.3987957,0.375650789,0.36821173,0.366120216,0.469186641
102,Togo,0.179918649,0.217037592,0.248423425,0.225019602,0.233668915,0.235849562,0.214597912,0.220736709,0.240749553,0.233316991,0.279403981,0.290575166,0.230476725,0.236212921,0.271550258,0.251391946,0.229579015,0.250500595,0.262012545,0.239527477
45,Tunisia,0.330461577,0.401104637,0.411376263,0.402904515,0.406444212,0.405663029,0.379978387,0.384186502,0.396745264,0.394494437,0.386936004,0.381659314,0.346600623,0.358669225,0.321934572,0.31593842,0.297955648,0.297078547,0.310998487,0.364796298
107,Uganda,0.175754423,0.246506376,0.210271745,0.212396488,0.204786509,0.256851109,0.198623023,0.195854352,0.221099782,0.264543642,0.25422955,0.268259685,0.201344952,0.237905403,0.237715003,0.238003086,0.221843246,0.223724567,0.245378764,0.22711009
104,Ukraine,0.676962809,0.717086306,0.749077877,0.776275997,0.788106944,0.780160046,0.785289673,0.787633615,0.778704874,0.748364265,0.718659826,0.691133593,0.68475343,0.676330496,0.599691799,0.570398323,0.558785303,0.557813349,0.570344352,0.695556467
11,United Kingdom,0.746150864,0.734044369,0.687768525,0.663070761,0.635577175,0.609864511,0.56921858,0.576572307,0.595399056,0.583756798,0.565923495,0.543005174,0.497214079,0.515260681,0.49023537,0.480730312,0.471837762,0.487112278,0.508282452,0.576896029
15,United States,0.857675154,0.86703091,0.869994802,0.88296841,0.8446998,0.82109214,0.802796709,0.800159481,0.839669382,0.83786624,0.822830469,0.777473347,0.734504341,0.760446163,0.690095211,0.658917444,0.634958566,0.611359338,0.607242109,0.774830527
18,Uruguay,0.491194774,0.510401741,0.508046466,0.517098112,0.497991989,0.519216495,0.512264178,0.499330458,0.524388631,0.528207603,0.529238487,0.560087726,0.524421964,0.537838201,0.514883734,0.497044813,0.479614026,0.475726551,0.489344136,0.51138632
115,Uzbekistan,0.253723572,0.30625118,0.303856326,0.252125203,0.270183683,0.283579672,0.242558364,0.235829065,0.254317994,0.283423488,0.276583728,0.28769612,0.230382404,0.247546836,0.263591675,0.253928471,0.237866513,0.259124399,0.287727986,0.264752457
119,"Venezuela, RB",0.462553245,0.466098284,0.4842864,0.448079984,0.465304011,0.585049731,0.722344245,0.740462874,0.551099643,0.508405425,0.480417536,0.450603082,0.41189867,0.45830668,0.436322192,0.428689701,0.418054005,0.409493093,0.486178995,0.495455147
77,Vietnam,0.230797456,0.289447922,0.301883209,0.285213992,0.303746111,0.320882761,0.285009158,0.285088681,0.314022247,0.345728823,0.338177301,0.343111082,0.324857089,0.331905202,0.320781062,0.300286526,0.285724825,0.303289842,0.31415847,0.306532198
55,West Bank and Gaza,0.373933222,0.441899544,0.466004869,0.480125715,0.491825014,0.511612085,0.49200216,0.474455601,0.486173439,0.499539196,0.47052092,0.442935763,0.403002919,0.415338018,0.364198843,0.362883243,0.349220399,0.337805123,0.339614593,0.431741614
73,Zambia,0.183361627,0.156713829,0.156392684,0.189012592,0.147326259,0.206755911,0.21059905,0.205869553,0.18124293,0.19379465,0.265564134,0.258374567,0.198175814,0.177635913,0.255054364,0.225065359,0.230637989,0.244044548,0.234486761,0.206321502
