"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000894440868260918","0.00075677394253485","0.000592190011457891","0.000499534669913172","0.00156801351490469","0.00164841049526381","0.00139353372801278","0.000940996058299289","0.000952648331181114","0.00118034340592807","0.000830078878745174","0.0010178431059155","0.000851343106761913","0.00073618472914253","0.000712315536618449","0.000734028001927867","0.000706621604288478","0.000718967786010085","0.000709141434861507","0.00082226830646327","0.000983910536583087","0.0010771729148349","0.000991367648345543","0.001003333348568","0.00250848642845676","0.00215694470392763","0.00206727283872307","0.00237968163002893","0.00335921234997497","0.00249279485299889","0.0035026365106237","0.00299209140911816","0.00200690430659326","","","",
"Africa Eastern and Southern","AFE","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","1.92667161491757","1.83658393754902","2.52667326299816","3.22703049463783","2.66550702523205","3.09422203831","3.27795162163148","2.77300124139311","4.43075551868861","7.67706489911897","6.55549782963949","7.07830855409159","5.55302591961664","3.72838887543954","5.80894219123027","5.39564836266084","4.93266648333607","4.98325469542466","5.15681416409066","5.29341746505077","3.9422725282792","3.54364712262132","3.10784969603099","5.00272421205726","5.35566956822689","5.80227912371746","4.95193369245595","4.5254988001565","3.54011539806498","4.2968747299495","4.5473440779344","4.92811852644","4.78206513552206","5.49771786659675","6.14790187838308","6.94006116192694","8.64473373488537","12.5411011725414","6.74286643317001","7.80365463794691","9.33407514873609","7.8945824294961","7.65444692951812","6.57714598258595","4.40204683209768","4.52811923408602","4.55826185738841","4.70705359828439","4.20883490204047","4.40954849071888","",
"Afghanistan","AFG","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","0.285942048725209","0.348901242277556","0.404489584856015","0.800825991992196","0.958407345500871","1.23426893871141","1.39070380500272","1.28672086829459","1.22850256840073","1.56927466145043","1.65708764761054","1.27695038812508","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.265019028375943","0.354491193186429","0.397696520878019","0.386703580037567","0.289482199333597","0.288231474992077","0.29524233685244","0.355951223042959","0.344837070896956","0.39792079319002","0.362219986033825","0.381654455836315","",
"Africa Western and Central","AFW","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","1.25255485378373","1.13251248078443","2.23245068683771","15.3232359396824","10.5522083847204","10.0286250539524","11.543392171659","9.03296556562036","20.8888845208054","13.2311555977084","2.53269640585748","1.69014801114403","3.14331876587625","5.90849108889538","6.26021429501255","3.24214329836028","5.35126984953295","4.64466335026351","9.86230150722473","11.2384094462601","7.1301179412572","8.18228406713719","9.14652443820404","8.88368591297961","8.85557988581703","9.74429886469771","8.48528074750772","4.65476712592499","5.52584797092318","10.6238890532004","6.79975945819083","5.88388605869772","6.47065494838476","8.19148656287543","11.5874732788746","10.0591246350018","9.29489369540756","10.6333139842085","6.47978510186924","8.62497627472842","11.0426306705709","9.69600707025525","7.31633985479834","6.02951814148995","3.29525354371623","3.25138000803419","4.84355874201545","5.84582777455824","5.22371662775009","3.62451293963616","",
"Angola","AGO","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","11.6347425159715","6.47287989384087","16.2582670919755","16.9035752739754","19.2621053327422","27.8019165837832","","","","93.4459968490079","39.460659718858","47.0690294749149","35.2009388957261","17.2305274076408","38.0116217065771","47.0385805081317","31.3379302018592","19.882125799088","17.0405805890689","30.7406819111147","36.7528686202194","35.9931250722752","39.9361649046549","52.082747847749","26.4317616656488","35.116863522975","34.8651673556062","30.7367916657247","26.0069789148199","20.0312158335262","8.92402461249726","8.92186947007801","13.7379433034983","22.8646263863562","21.798906239432","20.9633525314528","",
"Albania","ALB","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","13.788350801171","13.8717547216095","6.66187806223912","9.28273555564599","8.268897366689","10.3428633418218","8.32145536835268","7.47225499437587","9.3042733803547","1.70382704482292","0.912066650403615","0.700210305036498","0.641111297174786","0.699718648475475","0.185230154248831","0.215053248036779","0.41580062333217","0.276290611749277","0.29522578973298","0.293021713649744","0.301686805426385","0.401386241260979","0.498556352379323","0.589723083034693","0.38631492362722","0.23367814221653","0.749214429541637","1.83808582471004","2.0254319495617","1.84377548824335","2.10782018027274","1.12715375592892","0.968907946716249","0.961341940324189","1.19062579080044","1.18920371930983","0.98296408214935","",
"Andorra","AND","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","6.81920310469476","6.86258767750054","8.9932941510645","12.2730219115302","25.2412375053253","17.1766388487001","18.9269642409261","19.2409253357804","16.3069621605884","32.7574892699375","27.8840658290023","20.0886946639477","10.9939865531103","9.65310503325081","9.75779981757601","8.32055052803809","5.5976347096104","7.36173712369558","6.5508168313709","9.05466047546538","7.9856640522658","8.43729461717079","8.51358383817907","8.14964171254181","7.44519023216446","7.67706203590792","8.91044791544482","7.7529657015153","5.40270067381861","7.00073700942299","9.72849801184677","7.51518632585837","7.3942898486765","8.71632594375903","10.1951574388231","12.9474394004699","12.8317004164307","11.4409666864165","13.3077885733548","8.26486019487625","9.53058899457555","13.4246221176619","12.8447823146556","11.6266293664534","10.253674907006","6.20652214864282","5.17699123856446","6.4520485988274","8.44436979011358","7.35497739217484","4.35476032302994","",
"United Arab Emirates","ARE","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.71886884891777","3.44203868505499","3.05722814295076","4.00418926989882","4.88185985360833","6.10193876133947","6.3684351437248","5.71993248169588","7.45333076596355","4.59578214707242","5.50320276691202","8.0192642688819","8.32996678101203","7.41557511455123","6.77199091112143","4.06746203031468","3.38142513747459","3.97493841249605","5.11990712180881","5.35779148761423","3.49935265104008","",
"Argentina","ARG","Adjusted savings: natural resources depletion (% of GNI)","NY.ADJ.DRES.GN.ZS","","","","","","","","","","","0.227687926922555","0.314329498674849","0.366366547717501","0.392285168717395","1.35447257394329","1.65519217756246","1.87763754116321","1.62241707784062","1.82221436915605","4.10042074617254","4.86827258507365","4.06136102216454","2.39095644821756","2.58532845695103","3.23363313061736","2.71275513479117","0.929327504069449","1.39017779899648","1.06951270802172","2.73129615845714","1.97181960197903","0.857427073603169","0.925691084446186","0.934737241721902","0.862013428267283","1.01922118224284","1.35593856503084","1.20448610931826","0.651915741440915","1.12878551509406","1.91419459247328","1.58746838835419","4.80703541719776","4.26747957749844","4.47264486124708","5.26331735387871","5.16254869845176","4.1041275437279","4.13006508086093","2.42873577400779","2.6257130091347","2.9579204857672","2.6854793413505","2.32359754578302","2.08130967358465","0.815237489374117","0.658037613654864","0.827845479183642","1.64644976638324","1.74552857496578","1.30764466865839","",
