,Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
5,Albania,-0.624333382,-0.395530699219253,-0.28431871632929356,-0.4898930853997755,-0.407731280241431,-0.2998647319987155,-0.25777442968644004,-0.17715903756218432,-0.1937017137255486,-0.13927091804886194,-0.18618743578257502,-0.22491548252243893,-0.03392015772369441,0.04120830504901886,0.04150503754000686,0.08947378925192741,0.07681243818217481,-0.023168300341270126,-0.0868512255405271
8,Argentina,-0.228479072,-0.05147408026802984,0.027250255127364842,-0.15786300517046553,-0.05676142539578883,-0.018356732869739958,-0.19588844725252447,-0.4647266599365466,-0.17507939930924207,-0.11237178048532273,-0.3245497514222943,-0.39872475716862343,-0.17172385091300302,-0.025998295123533147,0.3932486466653151,0.25844623744030704,0.08527424477583788,-0.1517022116751327,-0.35256452007503314
9,Armenia,-0.045769267,-0.22005535626347938,-0.12534720454542678,-0.16060018504663268,-0.30104399206273125,-0.4356345951073384,-0.19689947981222924,-0.02299656203126242,-0.19189042303881226,-0.12569711343004852,-0.031024494846328618,0.09840065235485408,-0.29034582469758835,-0.3191155961723622,-0.31724390919473855,-0.2483345993460372,-0.1630766595325121,-0.2277377682108048,-0.3165334725399655
12,Australia,1.659198642,0.24818683803876826,0.27786884741260687,0.24443333424409497,0.239088166297967,0.25459782810747,0.24981989787158637,0.23828251937716505,0.24688370853123043,0.2366248057591257,0.22583074689832858,0.22861063424803388,0.22421616494255353,0.21846410074392403,0.218710371716027,0.21429792538877726,0.22242635239134484,0.2191156154401698,0.2254443816514351
13,Austria,1.880228162,0.2735632478508926,0.2613305626403272,0.23804199111287946,0.2590157007069599,0.2641035970812663,0.2510851229886952,0.23570081507759383,0.2569357390135678,0.22721324757254777,0.22114642333815926,0.2228293753836545,0.22024900668688505,0.20952099009044964,0.21331476426586363,0.21259199729572562,0.21095852995034775,0.21565536555871126,0.23334219786348442
14,Azerbaijan,-0.985208631,-0.3595222772652141,-0.3596880470912892,-0.28556282501047275,-0.2581892297971324,-0.3096051408502848,-0.3032507339426286,-0.25576745091678893,-0.3137888898968801,-0.29783096738757686,-0.304632866035151,-0.17185387501682478,-0.11807267467102447,-0.08461335772119677,-0.0449131171584459,-0.0502272985461838,-0.0402849296959834,-0.03343834805941081,-0.045209076577751015
15,Burundi,-1.502607822,-0.2814224966824237,-0.23252980398867573,-0.23548437826782037,-0.20972617370626565,-0.2419281735958376,-0.21441290065911994,-0.20111784353426126,-0.2121685276233246,-0.20465581971262048,-0.2470749569236839,-0.2015920286081497,-0.21668129240778852,-0.2272728618846182,-0.2739095869116637,-0.25587767983450493,-0.26836184084657894,-0.25403942759653697,-0.24103988399900436
16,Belgium,1.915110826,0.28254517860731193,0.28041173684965826,0.2580510613356127,0.26360996825329425,0.24227574943046035,0.20883651454237853,0.23706133289747267,0.2501826359382164,0.2606579180772928,0.2527315396396245,0.2575022209852369,0.22963664268745168,0.2354168852982153,0.21590528255085148,0.19236872386317339,0.19000823050401056,0.1727823088002648,0.1688262871179287
17,Benin,-0.576151073,-0.23776956200276517,-0.22078590615293428,-0.275518447413786,-0.27238047862622333,-0.22954162937409134,-0.20833208041727425,-0.2503584372239443,-0.25675128438833206,-0.2304013646424942,-0.22192650527308216,-0.21401354834678718,-0.20345810938646997,-0.2722417412148918,-0.24967768089968626,-0.2810532536152932,-0.2549792147155686,-0.19511595765714504,-0.10891396878742422
18,Burkina Faso,-0.846448183,-0.29152819442827355,-0.2491451380908655,-0.21518592577116372,-0.28666927302954054,-0.27549114524618945,-0.18883786940921016,-0.2205911784783116,-0.21030834806866264,-0.20274791015406016,-0.22627141129359718,-0.23959479805928022,-0.21168314188729997,-0.23193202730665602,-0.21324161868075273,-0.21655224521432473,-0.21889659919651638,-0.26982115846405175,-0.24209333460613275
19,Bangladesh,-0.726736128,-0.2533977200524467,-0.28229462245941717,-0.27619616810321046,-0.2519308221468412,-0.21267697369437974,-0.22216841965926956,-0.24156210218985288,-0.226628986551051,-0.23225356302618924,-0.24279555198523506,-0.2395307439787303,-0.23302043999901617,-0.21872223030192722,-0.20352519127004937,-0.22009624767069438,-0.22254291983748406,-0.22035699459789007,-0.22735632436772324
20,Bulgaria,0.173596397,0.061547987193427384,0.15266855126484505,0.26596768377639013,-0.27472255344200197,-0.2553285761939675,-0.3639971450693732,0.13858622839863696,-0.14056618845177865,-0.1524270176012123,-0.06339299816304757,-0.03128654110054451,-0.2293920154181034,0.033030149776741,0.24243741331143423,0.25863530846962257,0.2836743096883489,0.4077922830142725,-0.36832632779410024
23,Bosnia and Herzegovina,-1.071950078,-0.3083649319421861,-0.24472664911443195,-0.2659866359635277,-0.21994676806998995,-0.2987924647687478,-0.20928004644492076,-0.249680435892376,-0.2561538428540969,-0.2545044842716847,-0.15596708808187282,-0.14824518856955674,-0.16898595139113284,-0.20474297536252084,-0.14348945489316864,-0.16814550471170128,-0.22170004199960203,-0.23255801979775967,-0.3622390980979141
