,Unnamed: 0.1,Unnamed: 0,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
0,1,Aruba,0.20646413553886328,0.20023320588219132,0.14315961505510036,0.22385266504810028,0.19746221783340673,0.1886992399474641,0.18774215014067944,0.24309150879207098,0.2488255322489343,0.24721522225669582,0.24936244108412778,0.24808316663885527,0.2478483456734831,0.24728764929863783,0.2483364530289795,0.25147742640695037,0.24682966974141934,0.24542541815444713,0.24965659206085375
1,2,Andorra,0.2520841467724731,0.2494764868120188,0.27417654089099597,0.2680556588933196,0.2332893477455136,0.22899661088020898,0.23247238258193045,0.2320541139828232,0.23229462417764044,0.23863475060173522,0.2515069599434385,0.24673656924573725,0.2045198787348668,0.20952431834672144,0.20638488871452138,0.20376351160159017,0.18188134957302654,0.1947184296217996,0.19118404636764616
2,3,Afghanistan,-0.27865359829407726,-0.22891700501799161,-0.23386690172681263,-0.21878081363443075,-0.21583848047699566,-0.2056053754287455,-0.2272316990995928,-0.2673929581209469,-0.27302507419245164,-0.2597107078615141,-0.24638535705495337,-0.24106632171274978,-0.22072680386992047,-0.21725033320474052,-0.2017434979827379,-0.1926118531168431,-0.19665261066273712,-0.19570915080698328,-0.20950936003131315
3,4,Angola,-0.25271832182796433,-0.2596211178227936,-0.26224554656507965,-0.2518901244428137,-0.25543341331733227,-0.24181111669375774,-0.22835343813214243,-0.22973833104932984,-0.22859381114505783,-0.2296043068006281,-0.2195607567461108,-0.22723075705482354,-0.23363378924801248,-0.24013278581887737,-0.2326265037540876,-0.22401376165605155,-0.18489268901298234,-0.15981916213390043,-0.16363949768619426
4,5,Anguilla,0.25337514531985517,0.2464325026374767,0.2036562270596747,0.2154222583569875,0.2424738756106649,0.23171337047095414,0.23053811133882826,0.22973090296739568,0.2355641509246019,0.24051416798198555,0.2444756648556936,0.23949295711660204,0.24953239191321622,0.2290229742499332,0.22939873239646982,0.2103563960937558,0.19073082023829802,0.2031499406044877,0.22153609067682467
5,6,Albania,-0.01559028655557102,0.13448942177329162,0.013844390471595802,0.00702365023580594,0.14516758090002016,0.21617044113080644,0.33463561223614735,0.2706276559823466,0.23688634632521838,0.11923634614984878,0.04220562205102121,0.09352514070894828,0.27502738704850943,0.30062994246257957,0.32700250425818217,0.3898540542449095,0.34571182937420813,0.27298821267467394,0.16902584981395505
6,7,Netherlands Antilles (former),0.24207100400391057,0.22256111935258024,0.21305326400143873,0.2767529660750674,0.23197505461561052,0.2187965952464743,0.2221157016645467,0.1285344998195819,0.1377639289371651,0.14175318184355135,0.1480419958174831,0.14414424283320135,0.23118642713572538,0.25842528209797727,0.27815317076539675,0.2908056978091611,0.27417930860221046,0.27388185507392643,0.29702364629720374
7,8,United Arab Emirates,-0.1494685997269315,-0.21589028902096233,-0.16280964387572094,-0.16767569472359697,-0.23663150542324798,-0.21463378721612067,-0.21593504972003136,-0.198418084858836,-0.21384426096163373,-0.21211578981902096,-0.2368657761227231,-0.24128310554712634,-0.25119478609542906,-0.2632782845403136,-0.24858145532161754,-0.2595829100660995,-0.2667105682368303,-0.26982917437126347,-0.27890960091599587
8,9,Argentina,0.14665362765809453,0.1968774303861152,0.20416075418194557,0.15182409917873715,0.22750444423169144,0.25298488471073977,0.20238726577879795,0.15794816082781132,0.20395168734847963,0.19451831956504503,0.1664736844571465,0.15619798236823434,0.19474232694633686,0.23222187599110092,0.2782168314438376,0.2981224476680645,0.29913003552446404,0.32277704054289097,0.3316474572233831
9,10,Armenia,-0.1695693836971406,-0.1783393518406455,-0.21831040479355057,-0.2256353323514133,-0.28319593374174623,-0.2897414854596661,-0.3272295543297865,-0.3343991297906941,-0.323372792404122,-0.2635678069200549,-0.21767164409274908,-0.22436381489558616,-0.21445946487591114,-0.2046198164688609,-0.22101056569523003,-0.21397205364154728,-0.05263349399122164,0.02116869751899608,0.01871581276285771
10,11,American Samoa,0.20938960097333456,0.18114257320890415,0.1170474719272866,0.1520428949037176,0.1274427492120848,0.22588713932648272,0.22474143106293426,0.22395451924385062,0.22964109525522727,0.23446664843947845,0.23832853692020767,0.23347111503300413,0.2432419333241387,0.24328486812603137,0.24306996559262045,0.24234394501757756,0.33999845250159844,0.29573089895802157,0.24566817205414793
11,12,Antigua and Barbuda,0.13354148460315238,0.12594325167651446,0.227316762234136,0.21150834816116093,0.2504364690992809,0.21565609966610907,0.22766497758251905,0.23382134549577474,0.1966993833085628,0.20277894144662845,0.2539055234248995,0.24553480665638244,0.2216442356106175,0.23603507958909806,0.25137346087124574,0.24142460291901977,0.22613738874584885,0.29086248114353735,0.2958867176589571
12,13,Australia,0.2306392640569036,0.2363583313202029,0.24609604577533412,0.24699973096659136,0.22663390261799793,0.22440578416306087,0.22422158110632473,0.2267971610760028,0.23269324145916015,0.23825840890511565,0.2457106221753957,0.23542182250407057,0.22318374888626488,0.22217858398810397,0.22186494252970793,0.2254611223163858,0.22627104526016042,0.20772089088965992,0.2136515728440382
13,14,Austria,0.2161064417979936,0.22212027742700644,0.2438994057866203,0.22786788318645193,0.22688088993184538,0.22631521056866652,0.22453047345977944,0.23021294038346568,0.23640211494152488,0.23179948283145896,0.23945692142521252,0.2407451965726219,0.22996580293127553,0.22867717312595845,0.22106156446212644,0.22906767118582838,0.2293680073242098,0.2212718568983241,0.23117303874671888
