,Country Name,ControlofCorruption,PoliticalStability,GovernmentEffectiveness,RegulatoryQuality,RuleofLaw,VoiceandAccountability,GDP per capita,GDP growth,debt index,Inflation rate,fiscal balance,trade index,unemployment,School enrollment,Life expectancy,Intentional homicides,gini index,得分
88,Albania,-0.05246667844170846,0.00972104079551513,-0.012927529912127846,0.024463780565178877,-0.034614921113356824,0.008689870986916747,0.018920687803851168,-0.04691873218576238,0.08486732906598397,0.09333279387136972,-0.08010609013543306,0.0697096401370771,0.08014827827645603,0.09262354147237688,0.09585443234595559,0.09713440268832,0.08628790535423624,0.42746578494879317
61,Argentina,-0.013391520228740435,-0.008795174218319584,-0.023203911412510193,-0.05014760919772545,-0.046895927729629375,0.057837236678451975,0.030148790418744107,-0.13399583997488557,0.08880767411752447,0.09864835731218638,-0.10247817917581206,0.11094555474202698,0.0814464520357539,0.15887617837333243,0.09448862278506359,0.08981804935041028,0.09086956404561161,0.6667459207388866
80,Armenia,0.0019228873012274272,-0.08447870376601485,-0.028396327806208616,0.02610923440057859,-0.01032871535294515,0.004823935298423442,0.01598866164653565,-0.09702778168447727,0.09528856473531702,0.09175463362912364,-0.06446941367807925,0.10193542020883506,0.07738259409411895,0.08141426270171856,0.08985831671673424,0.09796183573642127,0.0717793194982142,0.38271485090102203
9,Australia,0.15803745806562075,0.09447029414422974,0.1665721046840671,0.1890307946168509,0.16284367788371565,0.1281989449516849,0.18352504446134332,-0.0006857348989373989,0.09225533990385167,0.09034961236980077,-0.10449817957780257,0.14177001294183075,0.10097554004652824,0.1829458089930977,0.10358737964103319,0.09997616997654635,0.1084325890292172,0.7690485811838877
12,Austria,0.14324356862397652,0.10135035647092978,0.1702785447861644,0.14574771130387942,0.1785454901054111,0.13754843537157466,0.17319511445195593,-0.08697420047424674,0.07686907693097222,0.0924117006428313,-0.09599735429146326,0.06318372506096337,0.10097554004652824,0.13972303627604035,0.10108818835028781,0.10030493781367478,0.08628790535423624,0.6010167284602458
110,Azerbaijan,-0.10048652111214755,-0.09316203255958765,-0.01209834694168961,-0.03355909729490895,-0.07101792891484131,-0.15168143533583234,0.015009454273394592,-0.0579471487694564,0.11546349729106284,0.09772258281399317,-0.07972597492423868,0.06773293569888865,0.10097554004652824,0.056472201226136984,0.08325337622399767,0.0967970331895466,0.07025209993442241,0.3238249134726556
112,Bangladesh,-0.09311394602387485,-0.10242348132939115,-0.07811425666607148,-0.09379027834963369,-0.055569009224599925,-0.0756334353065803,0.007924682084932981,0.04646581569154635,0.0983922586015118,0.09598472449902788,-0.05775742223886933,0.04982281655184887,0.09713745372896714,0.038395479904563684,0.08960308338949372,0.09397707022265489,0.08628790535423624,0.28884620320931637
69,Belarus,-0.010477986261014746,-0.09947560265590324,-0.0826095232667454,-0.08137490044857222,-0.10446368454068887,-0.14301048681213774,0.023216523447005172,-0.009427968727220841,0.10441583766915628,0.09653562895822729,-0.03424967918211895,0.07065693568623714,0.10097554004652824,0.13873860426476234,0.09241541758583707,0.09414302056456318,0.06567044124304702,0.5882994149705195
14,Belgium,0.14023491837199187,0.06034210707146539,0.11547191646086491,0.14047335671651623,0.1348551834971598,0.1261216659858856,0.16151576671935206,-0.07225047941011094,0.06702553818800001,0.08994061464406493,-0.10794989875399365,0.07017866715595734,0.10097554004652824,0.1295934143695771,0.10059320878098826,0.09749307780936092,0.07025209993442241,0.557647870317546
48,Belize,-0.016008496225294388,0.05748010328429802,-0.05883735669045171,-0.05566094781135079,-0.07954939570762654,0.051725383433252295,0.0186890323335414,-0.18061935951534724,0.08368139218295398,0.08755340532951869,-0.0868531774697537,0.0904156870731611,0.09335580979956501,0.041014443962946324,0.09070618937942106,0.04376266094735492,0.1084325890292172,0.28823562016769244
79,Benin,-0.0031604219393926948,-0.04724430959150117,-0.026954087173566198,-0.0485598210652049,-0.0722030869582047,-0.00691764804766245,0.00439275078788634,0.05186300810808965,0.08880767411752447,0.09864835731218638,-0.0558640468657491,0.08867295754786292,0.08689314851832727,0.017766476663176097,0.07481200081575003,0.0994445277002308,0.09392400317319519,0.25706916812874164
20,Bhutan,0.15805758373559736,0.11366040944998014,0.04607025203822211,-0.029579088016727467,0.06043957388808867,0.015099606201068408,0.010680442912355623,-0.1348915159064658,0.06808272364022391,0.09622015864841994,-0.020190494900252088,0.0931723983093505,0.10097554004652824,0.026456008597201073,0.0891561138066676,0.09635716548502192,0.1084325890292172,0.28823264105071683
